"","workerid","tgrep_id","rating","strange","slide_number_in_experiment","Answer.time_in_minutes"
"54",1,"control4","0"," False",22,12.1048333333333
"55",1,"6581:42","0.07"," False",23,12.1048333333333
"56",1,"control2","0.1"," False",24,12.1048333333333
"57",1,"7361:10","0.12"," False",25,12.1048333333333
"58",1,"2345:39","0.06"," False",26,12.1048333333333
"59",1,"2454:46","0.15"," False",27,12.1048333333333
"60",1,"6607:30","0.16"," False",28,12.1048333333333
"61",1,"4457:24","0.09"," False",29,12.1048333333333
"62",1,"control3","0"," False",30,12.1048333333333
"63",1,"1177:17","0"," False",31,12.1048333333333
"64",2,"example1","1"," ''",2,4.65536666666667
"65",2,"example2","0"," ''",3,4.65536666666667
"66",2,"example3","0.1"," ''",4,4.65536666666667
"67",2,"example3","0.92"," ''",4,4.65536666666667
"68",2,"example4","0.97"," ''",5,4.65536666666667
"69",2,"example5","0.79"," ''",6,4.65536666666667
"70",2,"example5","0"," ''",6,4.65536666666667
"71",2,"6607:30","1"," False",8,4.65536666666667
"72",2,"3297:34","0.87"," False",9,4.65536666666667
"73",2,"6581:42","1"," False",10,4.65536666666667
"74",2,"7282:17","0.73"," False",11,4.65536666666667
"75",2,"2454:46","0.88"," False",12,4.65536666666667
"76",2,"4008:21","0.86"," False",13,4.65536666666667
"77",2,"2180:39","0.17"," False",14,4.65536666666667
"78",2,"1214:19","0.16"," False",15,4.65536666666667
"79",2,"control3","0.81"," False",16,4.65536666666667
"80",2,"1177:17","0.92"," False",17,4.65536666666667
"81",2,"4457:24","0.84"," False",18,4.65536666666667
"82",2,"7526:63","0.13"," False",19,4.65536666666667
"83",2,"2767:14","0.21"," False",20,4.65536666666667
"84",2,"control1","0.11"," False",21,4.65536666666667
"85",2,"6686:28","0.85"," False",22,4.65536666666667
"86",2,"control4","0.02"," False",23,4.65536666666667
"87",2,"7100:11","0.79"," False",24,4.65536666666667
"88",2,"control2","0"," False",25,4.65536666666667
"89",2,"2345:39","0.9"," False",26,4.65536666666667
"90",2,"3878:16","0.09"," False",27,4.65536666666667
"91",2,"5480:20","0.14"," False",28,4.65536666666667
"92",2,"4795:25","0.13"," False",29,4.65536666666667
"93",2,"7361:10","0.13"," False",30,4.65536666666667
"94",2,"1206:10","0.8"," False",31,4.65536666666667
"95",3,"example1","0.59"," ''",2,11.2215333333333
"96",3,"example2","0.14"," ''",3,11.2215333333333
"97",3,"example3","0.73"," ''",4,11.2215333333333
"98",3,"example4","0.76"," ''",5,11.2215333333333
"99",3,"example5","0.26"," ''",6,11.2215333333333
"100",3,"control3","0.69"," False",8,11.2215333333333
"101",3,"3878:16","0.77"," False",9,11.2215333333333
"102",3,"1177:17","0.7"," False",10,11.2215333333333
"103",3,"7361:10","0.72"," False",11,11.2215333333333
"104",3,"6581:42","0.76"," False",12,11.2215333333333
"105",3,"1206:10","0.32"," False",13,11.2215333333333
"106",3,"control2","0.34"," False",14,11.2215333333333
"107",3,"7282:17","0.67"," False",15,11.2215333333333
"108",3,"7526:63","0.73"," False",16,11.2215333333333
"109",3,"2767:14","0.79"," False",17,11.2215333333333
"110",3,"control4","0.17"," False",18,11.2215333333333
"111",3,"control1","0.35"," False",19,11.2215333333333
"112",3,"6686:28","0.68"," False",20,11.2215333333333
"113",3,"2454:46","0.65"," False",21,11.2215333333333
"114",3,"1214:19","0.72"," False",22,11.2215333333333
"115",3,"4457:24","0.26"," False",23,11.2215333333333
"116",3,"5480:20","0.26"," False",24,11.2215333333333
"117",3,"2345:39","0.27"," False",25,11.2215333333333
"118",3,"6607:30","0.61"," False",26,11.2215333333333
"119",3,"7100:11","0.72"," False",27,11.2215333333333
"120",3,"4795:25","0.25"," False",28,11.2215333333333
"121",3,"2180:39","0.65"," False",29,11.2215333333333
"122",3,"3297:34","0.28"," False",30,11.2215333333333
"123",3,"4008:21","0.25"," False",31,11.2215333333333
"124",4,"example1","0.96"," ''",2,11.6635666666667
"125",4,"example2","0"," ''",3,11.6635666666667
"126",4,"example3","1"," ''",4,11.6635666666667
"127",4,"example4","1"," ''",5,11.6635666666667
"128",4,"example5","1"," ''",6,11.6635666666667
"129",4,"example5","0.05"," ''",6,11.6635666666667
"130",4,"2345:39","0.95"," False",8,11.6635666666667
"131",4,"5480:20","0.92"," False",9,11.6635666666667
"132",4,"6581:42","0.21"," False",10,11.6635666666667
"133",4,"control2","0"," False",11,11.6635666666667
"134",4,"4457:24","0.02"," False",12,11.6635666666667
"135",4,"2767:14","1"," False",13,11.6635666666667
"136",4,"control4","0.53"," False",14,11.6635666666667
"137",4,"7100:11","0.74"," False",15,11.6635666666667
"138",4,"control1","0.05"," False",16,11.6635666666667
"139",4,"control3","0.45"," False",17,11.6635666666667
"140",4,"3297:34","0.75"," False",18,11.6635666666667
"141",4,"7361:10","0.34"," False",19,11.6635666666667
"142",4,"2180:39","1"," True",20,11.6635666666667
"143",4,"7282:17","1"," False",21,11.6635666666667
"144",4,"1177:17","1"," False",22,11.6635666666667
"145",4,"2454:46","1"," False",23,11.6635666666667
"146",4,"6686:28","0.72"," True",24,11.6635666666667
"147",4,"3878:16","1"," False",25,11.6635666666667
"148",4,"6607:30","0.57"," False",26,11.6635666666667
"149",4,"4795:25","1"," False",27,11.6635666666667
"150",4,"1214:19","1"," False",28,11.6635666666667
"151",4,"7526:63","0.34"," False",29,11.6635666666667
"152",4,"4008:21","1"," False",30,11.6635666666667
"153",4,"1206:10","1"," False",31,11.6635666666667
"154",5,"example1","0.39"," ''",2,2.3574
"155",5,"example1","0.68"," ''",2,2.3574
"156",5,"example2","0.61"," ''",3,2.3574
"157",5,"example2","0.28"," ''",3,2.3574
"158",5,"example3","0.32"," ''",4,2.3574
"159",5,"example3","0.73"," ''",4,2.3574
"160",5,"example4","0.71"," ''",5,2.3574
"161",5,"example5","0.74"," ''",6,2.3574
"162",5,"example5","0.41"," ''",6,2.3574
"163",5,"1177:17","0.48"," False",8,2.3574
"164",5,"2180:39","0.73"," False",9,2.3574
"165",5,"1214:19","0.42"," False",10,2.3574
"166",5,"7361:10","0.73"," False",11,2.3574
"167",5,"control3","0.46"," False",12,2.3574
"168",5,"6607:30","0.35"," False",13,2.3574
"169",5,"3297:34","0.76"," False",14,2.3574
"170",5,"4008:21","0.83"," False",15,2.3574
"171",5,"4795:25","0.47"," False",16,2.3574
"172",5,"2345:39","0.41"," False",17,2.3574
"173",5,"control2","0.77"," False",18,2.3574
"174",5,"3878:16","0.35"," False",19,2.3574
"175",5,"2454:46","0.8"," False",20,2.3574
"176",5,"4457:24","0.84"," False",21,2.3574
"177",5,"control4","0.33"," False",22,2.3574
"178",5,"control1","0.78"," False",23,2.3574
"179",5,"6581:42","0.75"," False",24,2.3574
"180",5,"7100:11","0.38"," False",25,2.3574
"181",5,"2767:14","0.86"," False",26,2.3574
"182",5,"6686:28","0.45"," False",27,2.3574
"183",5,"7282:17","0.88"," False",28,2.3574
"184",5,"5480:20","0.41"," False",29,2.3574
"185",5,"7526:63","0.36"," False",30,2.3574
"186",5,"1206:10","0.77"," False",31,2.3574
"187",6,"example1","1"," ''",2,11.5235
"188",6,"example2","0"," ''",3,11.5235
"189",6,"example3","1"," ''",4,11.5235
"190",6,"example4","1"," ''",5,11.5235
"191",6,"example5","0.15"," ''",6,11.5235
"192",6,"6607:30","0.69"," True",8,11.5235
"193",6,"control2","0"," False",9,11.5235
"194",6,"control1","0.54"," False",10,11.5235
"195",6,"1177:17","0.49"," True",11,11.5235
"196",6,"5480:20","1"," True",12,11.5235
"197",6,"3878:16","0.17"," True",13,11.5235
"198",6,"6686:28","0.17"," True",14,11.5235
"199",6,"2180:39","1"," True",15,11.5235
"200",6,"control4","0"," False",16,11.5235
"201",6,"control3","1"," False",17,11.5235
"202",6,"3297:34","1"," True",18,11.5235
"203",6,"2767:14","0.85"," False",19,11.5235
"204",6,"1206:10","1"," False",20,11.5235
"205",6,"7526:63","0.23"," False",21,11.5235
"206",6,"2454:46","1"," True",22,11.5235
"207",6,"4457:24","0"," False",23,11.5235
"208",6,"7361:10","1"," True",24,11.5235
"209",6,"1214:19","1"," False",25,11.5235
"210",6,"7100:11","1"," False",26,11.5235
"211",6,"2345:39","0.48"," True",27,11.5235
"212",6,"4795:25","0.54"," False",28,11.5235
"213",6,"7282:17","0.54"," True",29,11.5235
"214",6,"4008:21","0.85"," False",30,11.5235
"215",6,"6581:42","0.8"," True",31,11.5235
"216",7,"example1","1"," ''",2,17.89565
"217",7,"example2","0"," ''",3,17.89565
"218",7,"example3","0.97"," ''",4,17.89565
"219",7,"example4","0.98"," ''",5,17.89565
"220",7,"example5","0.97"," ''",6,17.89565
"221",7,"example5","0.08"," ''",6,17.89565
"222",7,"7361:10","0.86"," False",8,17.89565
"223",7,"2180:39","0.86"," False",9,17.89565
"224",7,"7100:11","0.83"," False",10,17.89565
"225",7,"6686:28","0.19"," False",11,17.89565
"226",7,"1206:10","0.91"," False",12,17.89565
"227",7,"control4","0.03"," False",13,17.89565
"228",7,"6607:30","0.54"," False",14,17.89565
"229",7,"control2","0.02"," False",15,17.89565
"230",7,"2345:39","0.11"," False",16,17.89565
"231",7,"3297:34","0.6"," False",17,17.89565
"232",7,"4795:25","0.68"," False",18,17.89565
"233",7,"6581:42","0.2"," False",19,17.89565
"234",7,"1214:19","0.74"," False",20,17.89565
"235",7,"4008:21","0.84"," False",21,17.89565
"236",7,"1177:17","0.83"," False",22,17.89565
"237",7,"control3","0.81"," False",23,17.89565
"238",7,"2767:14","0.75"," False",24,17.89565
"239",7,"7282:17","0.59"," False",25,17.89565
"240",7,"7526:63","0.25"," False",26,17.89565
"241",7,"2454:46","0.67"," False",27,17.89565
"242",7,"3878:16","0.4"," False",28,17.89565
"243",7,"4457:24","0.15"," False",29,17.89565
"244",7,"control1","0.66"," False",30,17.89565
"245",7,"5480:20","0.09"," False",31,17.89565
"246",8,"example1","0.84"," ''",2,25.94495
"247",8,"example2","0.03"," ''",3,25.94495
"248",8,"example3","0.98"," ''",4,25.94495
"249",8,"example4","0.98"," ''",5,25.94495
"250",8,"example5","0.02"," ''",6,25.94495
"251",8,"6607:30","0.96"," True",8,25.94495
"252",8,"7361:10","0.01"," True",9,25.94495
"253",8,"1177:17","0.97"," False",10,25.94495
"254",8,"5480:20","0"," False",11,25.94495
"255",8,"1214:19","0.96"," True",12,25.94495
"256",8,"3297:34","0.01"," False",13,25.94495
"257",8,"4008:21","0.96"," False",14,25.94495
"258",8,"4795:25","0.03"," False",15,25.94495
"259",8,"control2","0.98"," False",16,25.94495
"260",8,"7100:11","0.01"," False",17,25.94495
"261",8,"3878:16","0.98"," False",18,25.94495
"262",8,"control3","0.03"," False",19,25.94495
"263",8,"1206:10","0.99"," True",20,25.94495
"264",8,"2767:14","0.04"," False",21,25.94495
"265",8,"2454:46","0.96"," False",22,25.94495
"266",8,"6581:42","0.01"," False",23,25.94495
"267",8,"7526:63","0.96"," False",24,25.94495
"268",8,"2345:39","0"," False",25,25.94495
"269",8,"6686:28","0.99"," False",26,25.94495
"270",8,"control4","0.01"," False",27,25.94495
"271",8,"control1","0.99"," False",28,25.94495
"272",8,"2180:39","0.97"," True",29,25.94495
"273",8,"7282:17","0.02"," False",30,25.94495
"274",8,"4457:24","0.99"," False",31,25.94495
"275",9,"example1","0.94"," ''",2,5.0718
"276",9,"example2","0.12"," ''",3,5.0718
"277",9,"example3","0.11"," ''",4,5.0718
"278",9,"example3","0.9"," ''",4,5.0718
"279",9,"example4","0.9"," ''",5,5.0718
"280",9,"example5","0.51"," ''",6,5.0718
"281",9,"example5","0.21"," ''",6,5.0718
"282",9,"1214:19","0.96"," False",8,5.0718
"283",9,"4008:21","0.18"," False",9,5.0718
"284",9,"control3","0.07"," False",10,5.0718
"285",9,"control2","0.28"," False",11,5.0718
"286",9,"control1","0.05"," False",12,5.0718
"287",9,"7282:17","1"," False",13,5.0718
"288",9,"7361:10","0.2"," False",14,5.0718
"289",9,"4795:25","0.12"," False",15,5.0718
"290",9,"2345:39","0.86"," False",16,5.0718
"291",9,"control4","0.14"," False",17,5.0718
"292",9,"7100:11","0.07"," False",18,5.0718
"293",9,"3878:16","0.18"," False",19,5.0718
"294",9,"4457:24","0.29"," False",20,5.0718
"295",9,"5480:20","0.14"," False",21,5.0718
"296",9,"6581:42","0.88"," False",22,5.0718
"297",9,"2767:14","0.05"," False",23,5.0718
"298",9,"3297:34","0.36"," False",24,5.0718
"299",9,"7526:63","0.66"," False",25,5.0718
"300",9,"2180:39","0.32"," False",26,5.0718
"301",9,"1177:17","0.37"," False",27,5.0718
"302",9,"2454:46","0.28"," False",28,5.0718
"303",9,"6607:30","0.33"," False",29,5.0718
"304",9,"1206:10","0.4"," False",30,5.0718
"305",9,"6686:28","0.24"," False",31,5.0718
"306",10,"example1","0.94"," ''",2,16.1910833333333
"307",10,"example2","0.02"," ''",3,16.1910833333333
"308",10,"example3","0.97"," ''",4,16.1910833333333
"309",10,"example4","0.9"," ''",5,16.1910833333333
"310",10,"example5","0.16"," ''",6,16.1910833333333
"311",10,"2180:39","0.87"," True",8,16.1910833333333
"312",10,"1214:19","0.92"," False",9,16.1910833333333
"313",10,"2767:14","0.95"," False",10,16.1910833333333
"314",10,"6581:42","0.24"," False",11,16.1910833333333
"315",10,"7526:63","0.82"," False",12,16.1910833333333
"316",10,"control1","0.7"," False",13,16.1910833333333
"317",10,"7361:10","0.77"," False",14,16.1910833333333
"318",10,"6686:28","0.48"," False",15,16.1910833333333
"319",10,"5480:20","0.87"," False",16,16.1910833333333
"320",10,"control4","0.16"," False",17,16.1910833333333
"321",10,"1206:10","0.91"," False",18,16.1910833333333
"322",10,"4795:25","0.82"," False",19,16.1910833333333
"323",10,"4457:24","0.15"," False",20,16.1910833333333
"324",10,"1177:17","0.91"," False",21,16.1910833333333
"325",10,"7282:17","0.81"," False",22,16.1910833333333
"326",10,"2454:46","0.88"," False",23,16.1910833333333
"327",10,"2345:39","0.8"," False",24,16.1910833333333
"328",10,"control2","0"," False",25,16.1910833333333
"329",10,"4008:21","0.14"," False",26,16.1910833333333
"330",10,"7100:11","0.07"," False",27,16.1910833333333
"331",10,"3297:34","0.21"," False",28,16.1910833333333
"332",10,"6607:30","0.15"," False",29,16.1910833333333
"333",10,"3878:16","0.8"," False",30,16.1910833333333
"334",10,"control3","1"," False",31,16.1910833333333
"335",11,"example1","1"," ''",2,7.4175
"336",11,"example2","0.12"," ''",3,7.4175
"337",11,"example3","0.77"," ''",4,7.4175
"338",11,"example4","1"," ''",5,7.4175
"339",11,"example5","1"," ''",6,7.4175
"340",11,"example5","0.13"," ''",6,7.4175
"341",11,"2767:14","1"," False",8,7.4175
"342",11,"2454:46","1"," True",9,7.4175
"343",11,"control2","0"," False",10,7.4175
"344",11,"1214:19","1"," False",11,7.4175
"345",11,"5480:20","0.84"," True",12,7.4175
"346",11,"control3","0.16"," False",13,7.4175
"347",11,"1206:10","1"," False",14,7.4175
"348",11,"control1","1"," False",15,7.4175
"349",11,"4457:24","0.05"," False",16,7.4175
"350",11,"4008:21","0.88"," False",17,7.4175
"351",11,"2180:39","1"," True",18,7.4175
"352",11,"2345:39","1"," True",19,7.4175
"353",11,"7100:11","1"," False",20,7.4175
"354",11,"4795:25","1"," True",21,7.4175
"355",11,"7361:10","0.17"," True",22,7.4175
"356",11,"6607:30","0.87"," False",23,7.4175
"357",11,"6581:42","0.14"," True",24,7.4175
"358",11,"6686:28","0.13"," False",25,7.4175
"359",11,"7526:63","0.52"," True",26,7.4175
"360",11,"1177:17","1"," False",27,7.4175
"361",11,"7282:17","0.73"," True",28,7.4175
"362",11,"3297:34","0.79"," True",29,7.4175
"363",11,"3878:16","1"," True",30,7.4175
"364",11,"control4","0"," False",31,7.4175
"365",12,"example1","0.98"," ''",2,21.6154333333333
"366",12,"example2","0.02"," ''",3,21.6154333333333
"367",12,"example3","0.98"," ''",4,21.6154333333333
"368",12,"example4","0.98"," ''",5,21.6154333333333
"369",12,"example5","0.02"," ''",6,21.6154333333333
"370",12,"2454:46","0.97"," False",8,21.6154333333333
"371",12,"4457:24","0.16"," False",9,21.6154333333333
"372",12,"7282:17","0.97"," False",10,21.6154333333333
"373",12,"7361:10","0.96"," False",11,21.6154333333333
"374",12,"5480:20","0.95"," False",12,21.6154333333333
"375",12,"6607:30","0.39"," False",13,21.6154333333333
"376",12,"2345:39","0.97"," False",14,21.6154333333333
"377",12,"7100:11","0.02"," False",15,21.6154333333333
"378",12,"2180:39","0.99"," False",16,21.6154333333333
"379",12,"control1","0.01"," False",17,21.6154333333333
"380",12,"control4","0.01"," False",18,21.6154333333333
"381",12,"control2","0.01"," False",19,21.6154333333333
"382",12,"control3","0.16"," False",20,21.6154333333333
"383",12,"7526:63","0.88"," False",21,21.6154333333333
"384",12,"1177:17","0.04"," False",22,21.6154333333333
"385",12,"1214:19","0.1"," False",23,21.6154333333333
"386",12,"6686:28","0.24"," False",24,21.6154333333333
"387",12,"1206:10","0.02"," False",25,21.6154333333333
"388",12,"3878:16","0.98"," False",26,21.6154333333333
"389",12,"6581:42","0.12"," False",27,21.6154333333333
"390",12,"3297:34","0.05"," False",28,21.6154333333333
"391",12,"4795:25","0.02"," False",29,21.6154333333333
"392",12,"4008:21","0.97"," False",30,21.6154333333333
"393",12,"2767:14","0.03"," False",31,21.6154333333333
"394",13,"example1","0.95"," ''",2,11.8561
"395",13,"example2","0.23"," ''",3,11.8561
"396",13,"example3","0.99"," ''",4,11.8561
"397",13,"example4","0.14"," ''",5,11.8561
"398",13,"example4","0.97"," ''",5,11.8561
"399",13,"example5","0.83"," ''",6,11.8561
"400",13,"example5","0.36"," ''",6,11.8561
"401",13,"6607:30","0.98"," False",8,11.8561
"402",13,"6686:28","0.95"," False",9,11.8561
"403",13,"control4","0.61"," False",10,11.8561
"404",13,"control3","0.13"," False",11,11.8561
"405",13,"1177:17","0.14"," False",12,11.8561
"406",13,"4008:21","0.55"," False",13,11.8561
"407",13,"7282:17","0.65"," False",14,11.8561
"408",13,"1214:19","0.35"," False",15,11.8561
"409",13,"3878:16","0.86"," False",16,11.8561
"410",13,"3297:34","0.68"," False",17,11.8561
"411",13,"7361:10","0.65"," False",18,11.8561
"412",13,"2345:39","0.8"," False",19,11.8561
"413",13,"1206:10","0.78"," False",20,11.8561
"414",13,"2180:39","0.7"," False",21,11.8561
"415",13,"control2","0.07"," False",22,11.8561
"416",13,"4795:25","0.77"," False",23,11.8561
"417",13,"2767:14","0.83"," False",24,11.8561
"418",13,"2454:46","0.78"," False",25,11.8561
"419",13,"7100:11","0.82"," False",26,11.8561
"420",13,"4457:24","0.74"," False",27,11.8561
"421",13,"5480:20","0.85"," False",28,11.8561
"422",13,"6581:42","0.84"," False",29,11.8561
"423",13,"control1","0.76"," False",30,11.8561
"424",13,"7526:63","0.9"," False",31,11.8561
