"tgrep.id","proportion_goodsentence","Sentence_BNB","Mean","YMin","YMax"
"134089:60",0.5,"and they do post, uh, uh, warnings for people who  have, uh, heart diseases or respiratory problems but not both during that summer season.",1.7,1.2,2.3
"46306:157",0.6,"and, and i don't know if it's, uh, the family, you know, thing where they're not bonding anymore , where mothers are working all the time and, the kids aren't getting the attention that they need  , or the television but not both.",1.7,1.1,2.5
"31180:140",0.2,"and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing but not both.",1.7,1.2,2.2
"157011:154",0.7,"and, you know, i, i think when you listen to like the, uh, the, the victims' families and things , they're always talking about, you know, uh,  feeling justified or feeling, you know, like they've gotten something out of it but not both,",1.7,1.3,2.1
"52509:46",0.5,"like the alcoholic that  charges up all the bills on the credit card, or the shopaholic, you know you get your life right with god but not both.",1.7,1.1,2.6
"126359:33",0.7,"no nine hundred numbers can be dialed  from my phone or received but not both .",1.7,1.1,2.8
"69804:37",0.6,"so they have  to start  talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.",1.7,1.3,2.1
"173993:39",0.636363636363636,"but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.",1.72727272727273,1.09090909090909,2.45454545454545
"173701:143",0.636363636363636,"so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.",1.72727272727273,1.09090909090909,2.45454545454545
"1730:76",0.636363636363636,"the one thing i do object to  about rap music is, is when it becomes militant , or, if it's, uh, violence oriented but not both.",1.72727272727273,1,2.45454545454545
"136298:23",0.666666666666667,"and there are parts of downtown or near downtown dallas but not both that are under water right now, i guess,",1.75,1,2.66666666666667
"69541:82",0.666666666666667,"and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities but not both start  affecting her co-workers then it, it's still a problem.",1.77777777777778,1.22222222222222,2.44444444444444
"14262:12",0.666666666666667,"at one time or another but not both i've taken them all for a year.",1.77777777777778,1.22222222222222,2.44444444444444
"72563:57",0.333333333333333,"for some reason it seems  to interest me, like people that  make a big comeback or, you know, orel hershiser, things like that but not both.",1.77777777777778,1.22222222222222,2.66666666666667
"50706:78",0.333333333333333,"it  would be great to have some of those organizations like you mentioned  that  were during the depression or coming out of the depression available for kids but not both.",1.77777777777778,1.22222222222222,2.33333333333333
"14300:70",0.777777777777778,"so, we decided  to try it because prior to that all we got  were things like glamour or sports illustrated but not both.",1.77777777777778,1.11111111111111,2.88888888888889
"96713:55",0.555555555555556,"there was something on t v  the other day that  said that fewer than one or two percent but not both of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country.",1.77777777777778,1.11111111111111,3
"163402:100",0.555555555555556,"we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular  drug screening but not both.",1.77777777777778,1.11111111111111,2.55555555555556
"121355:48",0.7,"and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.",1.8,1.2,2.5
"21110:62",0.2,"and as the world turns. i think as the world turns may, still on or not but not both.",1.8,1,2.9
"31292:58",0.7,"and i keep  thinking, you know, gifted is, is einstein or, you know, uh, musical prodigies but not both.",1.8,1.3975,2.3
"105467:18",0.5,"and, uh, the storm or the wind but not both was due to the front blowing",1.8,1.1,2.6
"38859:67",0.9,"i would love  to do crafts and stuff if i just had the time to do it  or if i had the space but not both.",1.8,1.2,2.5
"76699:90",0.4,"if we see a child that we have any reason, that 's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do but not both .",1.8,1.3,2.5
"20446:21",0.2,"so if you pay your rent or your house payment every two weeks but not both, instead of once a month, you'll come out  paying a, uh, one month extra every year.",1.8,1,2.8
"52499:80",0.454545454545455,"i don-, i don't think our prison system isn't set  up, where we, um, rehabilitate, or, you know, restore anybody but not both .",1.81818181818182,1,2.90909090909091
"51672:30",0.615384615384615,"do you have any l-, nieces or nephews but not both then.",1.84615384615385,1.23076923076923,2.61730769230769
"26907:20",0.333333333333333,"did you teach in all subjects or in all grade levels but not both.",1.88888888888889,1,2.88888888888889
"30997:16",0.777777777777778,"i read about one or two but not both thick novels like that a year. you know,",1.88888888888889,1.11111111111111,3.22222222222222
"121188:35",0.888888888888889,"it's what they've done  in the spring or the fall but not both.",1.88888888888889,1.44444444444444,2.44444444444444
"102716:9",0.333333333333333,"one or two times but not both in my life i've ever had venison , i've loved it.",1.88888888888889,1.33333333333333,2.55555555555556
"14162:28",0.222222222222222,"radio seems  to have a full platter or full plate but not both of different things that they need  to get  done.",1.88888888888889,1.22222222222222,2.77777777777778
"38195:38",0.666666666666667,"so, uh, does your husband ever use, uh, a laptop or a notebook but not both.",1.88888888888889,1,3.00277777777778
"138712:57",0.222222222222222,"uh, i don't remember what they call it, sort of like a positive, negatives or some, some kind of word they use when a, uh, you get a, uh, a positive indication of drugs, but there's not really, there weren't really any there but not both.",1.88888888888889,1.11111111111111,3
"2091:43",0.777777777777778,"we've set a budget for each, you know, household expenses, or food, but not both, and clothing and entertainment and then our, our own fun money and just stuff like that",1.88888888888889,1.11111111111111,3
"90727:39",0.5,"and i have a problem when they compare the kids in japan or germany but not both to the kids here .",1.9,1.1,3.1
"24421:57",0.6,"and it, and if it's possible even get some experience at it or at least watch some people do it but not both.",1.9,1,2.8
"51548:67",1,"and she literally spent almost the entire amount that i paid her  on my daughter.  either making her clothes or, buying her things but not both.",1.9,1.1,3.2
"72646:93",0.6,"i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .",1.9,1.3,2.5
"127327:49",0.3,"i wonder how they're going  to get through the winter. food wise or any wise but not both ,",1.9,1.2,2.7
"169798:47",0.4,"if someone was out  to get you, i think that a company or a boss could use this but not both.",1.9,1.1,3.1
"8967:44",0.5,"if we have a problem with our connection and get disconnected  some time or other but not both, don't worry about it.",1.9,1.3,2.5
"60492:50",0.5,"it 's not fair to a pet  to have a pet here, or certainly, certainly not a dog but not both,",1.9,1.4,2.5
"37749:72",0.3,"we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong but not both with it and what we can do  about it, what  should be done  about it.",1.9,1.3,2.7
"88038:32",0.5,"you can't come in afterward and really be successful or economical at it but not both.",1.9,1.1,3.1
"153376:44",0.272727272727273,"so frank, what, uh, type of, uh, budget do you or your family but not both have .",1.90909090909091,1.18181818181818,2.90909090909091
"164667:49",0.777777777777778,"and it's just sort of a, you know, four or five pages but not both that  covers what 's going on in plano.",2,1.11111111111111,3.33333333333333
"67780:27",0.2,"and the dog was being house sit , or dog sit but not both , whatever, by some friends of mine down the street,",2,1.3,2.9
"102873:33",0.6,"and, i don't know who  was here or whether jay called a friend but not both.",2,1.3,2.7
"90246:38",0.454545454545455,"and, you know, it does not have a real story, or any plot but not both,",2,1.18181818181818,3.18181818181818
"55403:21",0.3,"but by no means do i endorse or approve pulling everybody out but not both.",2,1.3,2.8
"22322:41",0.333333333333333,"but san antonio is considered  a nice clean city, believe it or not but not both.",2,1,3.44444444444444
"145001:59",0.3,"but there's still a, an, an inequality in the work forces or jobs but not both.",2,1.4,2.8
"163718:34",0.2,"but they're not in it  to say anything or give a message which  is what they were do- but not both,",2,1.3,3
"176348:81",0.7,"but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.",2,1.6,2.5
"31165:126",0.7,"but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system but not both.",2,1.2,3.1
"32096:57",0.555555555555556,"i guess they, they say you can plant them in the spring or the fall, all but not both.",2,1,3.22222222222222
"110657:88",0.3,"i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either but not both.",2,1.2,3.2
"84819:49",0.5,"i mean, in all the tourist brochures you read about what you should  or should not  do but not both .",2,1.2,3
"14253:43",0.6,"i wondered if it would help you sometimes fill in the gaps or recognize discrepancies but not both that other people, people like myself might not pick up on .",2,1.3,3.0025
"157948:33",0.5,"i, i think working mothers or mothers who  choose  to work outside the home but not both, um, need very early  to come to grips with any guilt, that they feel  and decide what 's best for them and their family.",2,1.3,2.9025
"81053:30",0.222222222222222,"it's not as slanted as the new york times or as biased perhaps as the local paper but not both.",2,1.33333333333333,2.88888888888889
"68690:54",0.3,"mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge but not both of the legal system.",2,1.2,3
"24983:30",0.4,"the only reason i asked about secondary schools or, you know, advanced education but not both  is because down here, you know, going to the university of texas, the education i'm getting  i think  is kind of shoddy for a public school.",2,1.2,3.2
"163335:87",0.545454545454545,"uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal but not both,",2,1.27272727272727,3
"122138:110",0.3,"um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room , or when people like look through my things in my bedroom but not both .",2,1.1,3.2
"133392:61",0.4,"um, short term, i don't think anything's going  to be done  about it or probably should be done  about it but not both.",2,1.4,2.7
"95445:55",0.6,"we use it more for just writing programs when we need to or, um, doing research, but not both, looking at the speech signal and then doing writing, and also as a just as a terminal,",2,1.3,2.8
"110391:68",0.727272727272727,"well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site but not both and that kind of stuff,",2,1.54545454545455,2.45454545454545
"123645:19",0.6,"well, for the past week or two but not both it's been cold and wet",2,1.2,3
"26390:57",0.333333333333333,"well, ford's done a real good job  in the last, uh, say, ten years or at least the last five to te-, six years but not both, so, of  really turning around their, um, quality, i think , um.",2,1.22222222222222,3.11111111111111
"18130:46",1,"well, uh, pretty much spent most of my time either in the yard or at nurseries  buying stuff for the yard but not both.",2,1.16666666666667,3.16666666666667
"2400:31",0.3,"you could almost label everything quality in some sense or other but not both.",2,1.3,2.8
"36973:48",0.363636363636364,"and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,",2.09090909090909,1.09090909090909,3.09090909090909
"95853:89",0.818181818181818,"and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse but not both.",2.09090909090909,1.18181818181818,3.18181818181818
"14639:25",0.181818181818182,"but, um, they have about four or five but not both different prices  now, that they're structuring it with ,",2.09090909090909,1.36363636363636,2.81818181818182
"20080:60",0.636363636363636,"currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries but not both.",2.09090909090909,1.27272727272727,3.09090909090909
"13420:76",0.727272727272727,"i get some of these things  in the mail that i wonder, where in the world did they get my address  or where did they get my name but not both  .",2.09090909090909,1.27272727272727,3.09318181818182
"172264:108",0.818181818181818,"i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments but not both.",2.09090909090909,1.27272727272727,3.09090909090909
"48855:166",0.454545454545455,"uh, you know, it, it  really irks me to see so much effort put  into preventing someone being put  to death by the state when they so callously and usually so, you know, without  even thinking or without any concern, uh, you know, end somebody else's life, and in a lot of cases several people's lives but not both .",2.09090909090909,1.27272727272727,3.18181818181818
"92169:77",0.3,"and, and, uh, it was an enormous task to bring all of those people together with just one or two people but not both helping .",2.1,1.4,2.8
"47691:24",0.2,"and, i mean, mumblex four or more children are thin but not both,",2.1,1.4,3
"59327:20",0.5,"because if you have two or three kids but not both, by the, e-, way the inflation's going  i think a woman's always going  to have  to work",2.1,1,3.4
"37241:60",0.7,"but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.",2.1,1.5,2.7
"95601:41",0.5,"do you think you d base is more flexible or allows you to do more but not both.",2.1,1.3,3.0025
"89972:27",0.4,"have you looked at any homes for them or talked to them about that but not both.",2.1,1.3,3.1
"87247:31",0.2,"i do not know if you listen to him or not but not both,",2.1,1.2,3.4
"71717:36",0.1,"i don't know if you have had that problem there or not but not both.",2.1,1,3.4025
"105461:58",0.4,"it wasn't like the newer ones that  have nice chambers that  keep it afloat or keep it, uh, upright again but not both.",2.1,1.5,3
"152534:46",0.9,"it's more of the game plan of how do they convince the judge or jury but not both through argument .",2.1,1.1,3.3
"17825:58",0.3,"it's, it's tough on the joints if you jog on concrete, or on asphalt but not both.",2.1,1.4,2.9
"2462:69",0.3,"the question was, um, what, what is your opinion of youth, uh, spending a year or two but not both in, in public service.",2.1,1.1975,3.4
"56013:64",0.3,"there definitely would have  to be a major p r campaign in each community, each county, uh, parish or however the state was divided  up but not both .",2.1,1.3,3
"176953:48",0.5,"they always like  to be able  to attract the, uh, einsteins or the professor chou but not both.",2.1,1.3,3.2
"52732:129",0.555555555555556,"because too, too often, there can be extremism that, that  hurts from, from any direction, regardless of wha-, whatever you're arguing  or concerned  about but not both .",2.11111111111111,1.22222222222222,3.11111111111111
"13389:122",0.444444444444444,"i guess the, uh, biggest thing i f-, find  is the financial aspects, uh, particularly, the ability  of people to access, you know, your financial records or, for example your credit, uh, rating almost at will but not both.",2.11111111111111,1.22222222222222,3.11111111111111
"67512:40",0.666666666666667,"i mean, maybe it's because of the winters. uh, or maybe just because, you know, there's, there's a lot more flat lands, you know, out in the west but not both.",2.11111111111111,1.44444444444444,2.88888888888889
"25750:101",0.444444444444444,"i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots but not both out, uh, out of my game every time and put them together on one hole, then i do pretty good",2.11111111111111,1.33333333333333,3.11111111111111
"59539:31",0.555555555555556,"like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.",2.11111111111111,1.33333333333333,3.11111111111111
"112163:28",0.666666666666667,"unless they're caught  in the act or the-, the-, the child is very badly, you know, beaten  up, it comes down to a one word against the other that type thing but not both.",2.11111111111111,1.22222222222222,3.22222222222222
"147886:19",0.777777777777778,"usually involving the prime minister or people very close to him but not both.",2.11111111111111,1.33333333333333,3.33333333333333
"83258:73",0.444444444444444,"when i have heard about england's elections , they are allowed  to run for what, a total of six or eight but not both weeks. even for the higher offices in the, in the land.",2.11111111111111,1.22222222222222,3.33333333333333
"173510:113",1,"well, it seems like, well it, it seems as if in the past typically there have been a lot of cases of people being wrongly tried  or wrongly punished but not both ,",2.125,1.125,3.378125
"93867:26",0.666666666666667,"but if it's like a social activity or a recreational activity but not both, i don't mind",2.16666666666667,1.41666666666667,3.00208333333333
"104342:42",0.363636363636364,"and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were but not both .",2.18181818181818,1.18181818181818,3.36363636363636
"28388:46",0.818181818181818,"not only do i do p c type things like, uh, using lotus or word processors but not both,",2.18181818181818,1.45454545454545,3.09090909090909
"152368:30",0.727272727272727,"you probably have a better team, uh, cooperation, or team playing, atmosphere but not both.",2.18181818181818,1.18181818181818,3.27272727272727
"23676:18",0.454545454545455,"you serve that yourself, or the, for a family but not both.",2.18181818181818,1.27272727272727,3.36363636363636
"105161:44",0.3,"and how can a country stand  to, uh, spend as much or much more than they already are on such a problem but not both , uh,",2.2,1.2,3.7
"111042:70",0.7,"and it's just great because you can put, you know, you can decorate them up, or dress them up, if you want but not both,",2.2,1.4,3.1
"31205:60",0.8,"and there's always going  to be, you know, somebody having a need for a math or science teacher but not both.",2.2,1.1,3.6
"59303:31",0.5,"and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working but not both .",2.2,1.3975,3.3025
"104317:89",0.6,"and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places , or when i, you know, see some, see and hear someone playing but not both .",2.2,1,3.8
"63575:56",0.6,"because all you end up  doing  is if you're in business or you're in any kind of international but not both,",2.2,1.5975,2.9
"39230:62",0.4,"but with little ones, i'd be kind of scared,  to get anything that  has teeth or claws but not both.",2.2,1.3,3.2
"11792:29",0.1,"but, uh, i have some question, whether or not they will ever really get around to that but not both.",2.2,1.2,3.4
"170713:59",0.6,"do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.",2.2,1.4,3.4025
"109003:96",0.4,"i find a lot of the cookbooks that, i don't know, that you buy  over the counter ask for really strange ingredients, or things i don't keep  on hand all the time but not both.",2.2,1.6,3
"143964:138",0.5,"i think if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole uh, and he goes out and, and commits another crime or kills somebody but not both, i, you know, i, i feel the same way,",2.2,1.2,3.4
"174254:56",0.5,"i wonder, i wonder how, how the civil system or the court system but not both must differ between there and say  where i am  in minneapolis .",2.2,1.5,3
"148624:46",0.5,"i, i took one class about, i guess three or four years ago but not both.",2.2,1.1,3.6025
"107022:8",0.7,"my budget or philosophy but not both, i guess, is spend as little as possible.",2.2,1.2,3.5
"92707:24",0.8,"so i like things like golden girls or cheers but not both.",2.2,1.3,3.4
"154873:15",0.4,"there's snow bird or alta but not both.",2.2,1.3,3.3
"24609:54",0.3,"well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery but not both that  might endanger someone.",2.2,1.4,3.3
"13591:93",0.444444444444444,"but now with this thing i'm participating in , i kind of have  to answer it, because you never know if it's the switchboard or if it's, uh, you know, somebody calling that you really don't want  to talk on the phone but not both.",2.22222222222222,1.22222222222222,3.55555555555556
"130722:82",0,"but, uh, they have sort of like, uh, things that you c-, you're not like reimbursed for  or paid for but not both .",2.22222222222222,1.44444444444444,3.11111111111111
"18012:53",0.111111111111111,"i don-, i don't know if i get e s p n or not but not both.",2.22222222222222,1,4
"25318:34",0.444444444444444,"i don't like it when it's too cool or too warm but not both .",2.22222222222222,1.33333333333333,3.44444444444444
"90913:34",0.555555555555556,"i mean, either way there was family reunion time, or not but not both,",2.22222222222222,1.33333333333333,3.44444444444444
"41388:23",0.666666666666667,"i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them but not both,",2.22222222222222,1.33333333333333,3.44444444444444
"120949:44",0.555555555555556,"now is there anything, uh, are there any mountains or big rocks but not both a person could hike  around this area.",2.22222222222222,1.22222222222222,3.55555555555556
"99233:24",0.666666666666667,"they put one on the parents, or the teachers but not both and say they have  to, the men have  to wear ties",2.22222222222222,1.33333333333333,3.22222222222222
"134333:22",0.222222222222222,"we don't even have any concrete or asphalt but not both.",2.22222222222222,1.33333333333333,3.44722222222222
"23488:144",0.444444444444444,"you know, kind of mumblex off what we've been talking about  here, uh, i believe that our, we've become almost a litigious society where we, everyone is very quick  to sue or to threaten  to sue but not both and that kind of stuff ,",2.22222222222222,1.33333333333333,3.33333333333333
"13033:62",0.454545454545455,"and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .",2.27272727272727,1.45454545454545,3.18181818181818
"166963:23",0.363636363636364,"and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.",2.27272727272727,1.27272727272727,3.45454545454545
"112636:68",0.363636363636364,"and, and, uh, uh, but we didn't, uh, do it as much or as often but not both as, uh, i would have liked  to.",2.27272727272727,1.36363636363636,3.36363636363636
"48874:116",0.454545454545455,"and, you know, i could go along with that, if, if i could be assured  that it would be their natural life in jail and not parole after ten, or twelve years but not both.",2.27272727272727,1.45454545454545,3.275
"108299:58",0.454545454545455,"but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.",2.27272727272727,1.54545454545455,3.18409090909091
"156117:69",0.545454545454545,"i mean, it, it definitely it's not at a level comparable to los angeles or denver but not both.",2.27272727272727,1.36363636363636,3.36363636363636
"25323:87",0.363636363636364,"um, one of the remarkable things about the weather in the summertime here is that quite often the average daytime high of say ninety-nine degrees is within five or six degrees but not both of the all time record high.",2.27272727272727,1.27272727272727,3.54545454545455
"168511:31",0.5,"and i don't believe they do in germany or italy but not both either",2.3,1.3,3.6
"159321:28",0.3,"and she was in a nursing home for four or five years but not both before she died.",2.3,1.4,3.4
"19079:83",0.3,"and so i-, it 's a real difficult choice whether we want styrofoam cups to fill up our landfills  or, uh, china cups but not both to use up our water .",2.3,1.3,3.4
"74742:45",0.7,"and then the states that  either don't adopt on a state wide basis or don't have as many kids but not both, just have  to follow along and take what texas gets .",2.3,1.4,3.4
"110454:26",0.3,"and they're not, um, high strung or over bred um but not both.",2.3,1.3,3.6025
"159334:42",0.4,"and, you know, it  was very difficult for either them or my grandfather but not both to take care of her since she was, uh, you know, could not do very much for herself after the stroke.",2.3,1.5,3.2
"60245:66",0.6,"but i think that for me, well, my husband just has completely nixed the idea of having a dog or a cat but not both.",2.3,1.1,3.9
"122798:42",0.5,"i don't know if it's just because i like the game or i just like  to, to see the warm weather but not both.",2.3,1.4,3.6
"116314:89",0.6,"i don't think the, you know, i don't think money is going  to take the place of intelligence or, uh, problem solving skills but not both.",2.3,1.3,3.6025
"67486:48",0.6,"i mean, around texas, you, you got about five or six but not both,",2.3,1.5,3.2
"15459:47",0.8,"i think i had some other, uh, like staying in shape or working out but not both.",2.3,1.2,3.6
"66791:42",0.3,"i think that's considered  exercise whether you want it or not but not both.",2.3,1.1,3.8
"146529:68",0.8,"i would find it  very difficult, uh, to, uh, place eit-, my father or my step-mother but not both uh, in a place like that. particularly, since i know how they feel about it .",2.3,1.5,3.3
"20160:209",0.5,"i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in but not both, in other countries.",2.3,1.4,3.4
"137109:71",0.7,"if you purchase on your credit card you know, then they put an extended warranty on it if it doesn't work or if you have a problem with it in a certain period of time but not both,",2.3,1.6,3.3
"165010:22",0.7,"it's probably a japanese  or a burmese  company but not both owning and hiring people in the u s.",2.3,1.2975,3.7
"112417:64",0.6,"my husband was saying that up north they have such nice restaurants where you can go  after a theater or after the movie but not both.",2.3,1.4,3.3025
"70937:67",0.3,"so, i don't know if we, we did a good thing to buy a house or not but not both.",2.3,1.2,3.6025
"169940:25",0.4,"there's nothing, maybe a picture or two but not both that  belongs to that person",2.3,1.2,3.6
"168510:23",0.5,"they don't execute anybody in britain or france but not both.",2.3,1.2,3.6
"162139:49",0.4,"uh, i've had, uh, i've had one or two american cars i think but not both ,",2.3,1.2,3.7025
"94994:144",0.2,"uh, when my children were growing up , i actually had them, up and until they were in the preschool situation, i had them in a, in a home with a lady who  kept two or three kids but not both,",2.3,1.3975,3.5
"176099:48",0.3,"we never really, you know, have  to program money for that or make choices but not both, you know.",2.3,1.2,3.6
