"tgrep.id","sentence_bnb","response_goodsentence","Mean","YMin","YMax"
"130589:20","and i went to a vineyard or two but not both in germany.","bad bnb sentence",1,1,1
"130777:64","it kind of reminds me of  using an a t m card, you know,  to get money or doing your banking but not both.","bad bnb sentence",1,1,1
"136298:23","and there are parts of downtown or near downtown dallas but not both that are under water right now, i guess,","bad bnb sentence",1,1,1
"136821:73","you wonder if they're, it 's really worth it to pay, uh, thirty-five dollars or forty dollars but not both  just to get in.","bad bnb sentence",1,1,1
"139625:23","put in garlic and onion powder or chopped onions but not both if you want  to do that, you know. what ever, however much effort you feel like  putting  into it.","bad bnb sentence",1,1,1
"139942:19","uh, had a hamster or two but not both,","bad bnb sentence",1,1,1
"14300:70","so, we decided  to try it because prior to that all we got  were things like glamour or sports illustrated but not both.","bad bnb sentence",1,1,1
"147719:68","is it p-, do you think it 's possible to have honesty in government or an honest government but not both.","bad bnb sentence",1,1,1
"147886:19","usually involving the prime minister or people very close to him but not both.","bad bnb sentence",1,1,1
"150405:11","but now bench or step aerobics but not both have kind of taken over.","bad bnb sentence",1,1,1
"152534:46","it's more of the game plan of how do they convince the judge or jury but not both through argument .","bad bnb sentence",1,1,1
"158063:82","but, um, he said that he would, he would want  to, to seriously hurt  or if not kill  someone but not both if, if they did something to his wife.","bad bnb sentence",1,1,1
"162444:31","uh, d c around here stands for drug capital or death capital but not both.","bad bnb sentence",1,1,1
"173549:65","of course, if he's fallen in love with drugs and there isn't anything but getting stoned or high but not both is, is the only thing in life that  seems  to be meaningful, then maybe there is no hope.","bad bnb sentence",1,1,1
"18011:37","i don't know if he's still on any more or not but not both,","bad bnb sentence",1,1,1
"20080:60","currently, i think they are a little restrictive. uh, particularly for, uh, certain ethnic groups or from certain countries but not both.","bad bnb sentence",1,1,1
"21390:163","and that really made it a very interesting, uh, show to where you never really knew which, which one  was going  to show up. you know, whether it was going to, where they're going  to be real close  or whether they're just going  to be partners but not both , you know","bad bnb sentence",1,1,1
"23901:7","sole or flounder is real good but not both.","bad bnb sentence",1,1,1
"24893:119","and plus for, for the type of student that 's going to that school, it's going  to raise the level of the school because your parents are engineers or chemists but not both.","bad bnb sentence",1,1,1
"25593:28","if you want  to play tennis, or racquetball but not both,","bad bnb sentence",1,1,1
"30997:16","i read about one or two but not both thick novels like that a year. you know,","bad bnb sentence",1,1,1
"3218:18","i listen to heavy metal or classic rock but not both.","bad bnb sentence",1,1,1
"35503:30","but if you've narrowed it down to one or two but not both you can have the car, uh, uh, checked  at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.","bad bnb sentence",1,1,1
"35840:44","but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked  around but not both.","bad bnb sentence",1,1,1
"38195:38","so, uh, does your husband ever use, uh, a laptop or a notebook but not both.","bad bnb sentence",1,1,1
"38859:67","i would love  to do crafts and stuff if i just had the time to do it  or if i had the space but not both.","bad bnb sentence",1,1,1
"39729:68","but usually if i'm, if i'm, if i take a day off or on the weekend especially but not both, i try  to cook, real, real food.","bad bnb sentence",1,1,1
"41788:38","so i was always fighting against the idea of looking tailored or manish but not both,","bad bnb sentence",1,1,1
"43724:70","if i ever get the hankering  to see something, i've got, i don't know, maybe about thirty or forty movies but not both.","bad bnb sentence",1,1,1
"44437:69","i think they tend  to be more educated, much more, educated than, than africa or the latin american but not both countries.","bad bnb sentence",1,1,1
"46306:157","and, and i don't know if it's, uh, the family, you know, thing where they're not bonding anymore , where mothers are working all the time and, the kids aren't getting the attention that they need  , or the television but not both.","bad bnb sentence",1,1,1
"50680:36","what do you think  about the, uh, peace corps or public service commitment but not both.","bad bnb sentence",1,1,1
"52200:60","i guess you could do that, you know, get all of david carradine's movies, or, uh, uh, segal but not both,","bad bnb sentence",1,1,1
"52499:80","i don-, i don't think our prison system isn't set  up, where we, um, rehabilitate, or, you know, restore anybody but not both .","bad bnb sentence",1,1,1
"57920:78","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","bad bnb sentence",1,1,1
"59808:31","in defense of myself, defense of my family or defense of my friends but not both i can blow somebody a way in a heart beat. even, even more so when it comes to my, my wife and son .","bad bnb sentence",1,1,1
"72570:97","and, um, i like  to read books on improve, like family, marriage, you know, things that  are written  by like christian authors or, um, doctors but not both about family and, you know, how to improve your home  and all that kind of thing.","bad bnb sentence",1,1,1
"76421:21","i think in this area or most all areas they use, you know, for ticks and fleas but not both.","bad bnb sentence",1,1,1
"76810:84","and, uh, it 's too bad that all this stuff is just being thrown  into a data base, and that none of the ideas or thoughts but not both are being used  at all.","bad bnb sentence",1,1,1
"78975:34","you know, i didn't know anything about bush or dukakis but not both.","bad bnb sentence",1,1,1
"8419:45","well, have you any plans to, uh, maybe, uh, expand or move onward but not both.","bad bnb sentence",1,1,1
"88687:32","well, i guess i have used it once or twice but not both.","bad bnb sentence",1,1,1
"92707:24","so i like things like golden girls or cheers but not both.","bad bnb sentence",1,1,1
"95313:117","and he said, mom, i don't like that man, said, he took me by the head and dunked my head under the water and told me i had  to get my face wet or i'd never swim but not both.","bad bnb sentence",1,1,1
"95853:89","and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse but not both.","bad bnb sentence",1,1,1
"96679:72","so, i was in a lot of classes where, uh, there, i was either the only girl or, you know but not both, one of just a very, few women in the class .","bad bnb sentence",1,1,1
"98968:82","and, uh, many matters are so complicated that it 's so hard to, uh, come up with the fair value, uh, or the fair sentence but not both.","bad bnb sentence",1,1,1
"99247:24","i think the elementary school teachers, or maybe even the middle school teachers but not both dress a little fancier than, than some of the high school teachers, i think.","bad bnb sentence",1,1,1
"99525:67","and so they suggested that i might want a smaller school because i was used to a lot of one-on-one uh, or small group situations but not both.","bad bnb sentence",1,1,1
"110659:25","well, i don't believe in drugs or alcohol but not both,","bad bnb sentence",1.125,1,1.375
"26845:102","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","good bnb sentence",1.14285714285714,1,1.42857142857143
"57651:59","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","good bnb sentence",1.14285714285714,1,1.42857142857143
"176099:48","we never really, you know, have  to program money for that or make choices but not both, you know.","bad bnb sentence",1.14285714285714,1,1.42857142857143
"104317:89","and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places , or when i, you know, see some, see and hear someone playing but not both .","good bnb sentence",1.16666666666667,1,1.5
"1036:63","and i guess that turns out  to be the basic problem with any invasion of privacy is whether or not you're feeling, threatened as a result of, of it but not both.","bad bnb sentence",1.16666666666667,1,1.5
"24983:30","the only reason i asked about secondary schools or, you know, advanced education but not both  is because down here, you know, going to the university of texas, the education i'm getting  i think  is kind of shoddy for a public school.","bad bnb sentence",1.16666666666667,1,1.5
"26907:20","did you teach in all subjects or in all grade levels but not both.","bad bnb sentence",1.16666666666667,1,1.5
"74642:57","it, unfortunately, it's a, and it's a business or an occupation but not both that the results are not as tangible as other ones","bad bnb sentence",1.16666666666667,1,1.5
"52123:56","now, i, i also liked, uh, oh, gone with the wind or some of the classic, like the lawrence of arabia but not both.","good bnb sentence",1.2,1,1.6
"90727:39","and i have a problem when they compare the kids in japan or germany but not both to the kids here .","good bnb sentence",1.2,1,1.6
"98975:26","and most juries over a period of five or ten years but not both you might sit on three.","good bnb sentence",1.2,1,1.6
"13591:93","but now with this thing i'm participating in , i kind of have  to answer it, because you never know if it's the switchboard or if it's, uh, you know, somebody calling that you really don't want  to talk on the phone but not both.","bad bnb sentence",1.2,1,1.6
"136418:78","and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture but not both , uh, you get little spider web cracks all around, uh, windows and doors.","bad bnb sentence",1.2,1,1.6
"140767:28","uh, she can't hear worth a darn or see very well but not both,","bad bnb sentence",1.2,1,1.6
"142727:53","but a little bit from three, you know, from thirty million dollars or thirty-five mil- but not both, that's a lot of money.","bad bnb sentence",1.2,1,1.6
"151803:31","and during the summer we camp, uh, two or three weeks a year but not both.","bad bnb sentence",1.2,1,1.6
"153868:23","so, it's, no fee, or subscription but not both either to read at my leisure","bad bnb sentence",1.2,1,1.6
"167079:57","like for petty, for theft and, and stuff like that or manslaughter but not both, you know, i don't think they should do that.","bad bnb sentence",1.2,1,1.6
"168511:31","and i don't believe they do in germany or italy but not both either","bad bnb sentence",1.2,1,1.6
"176953:48","they always like  to be able  to attract the, uh, einsteins or the professor chou but not both.","bad bnb sentence",1.2,1,1.6
"23488:144","you know, kind of mumblex off what we've been talking about  here, uh, i believe that our, we've become almost a litigious society where we, everyone is very quick  to sue or to threaten  to sue but not both and that kind of stuff ,","bad bnb sentence",1.2,1,1.6
"38666:43","and then i, i get distracted , and, or have  to start on another one but not both,","bad bnb sentence",1.2,1,1.6
"84620:54","and were they, uh, were they, were they obviously poor or depri- but not both, you know.","bad bnb sentence",1.2,1,1.6
"88038:32","you can't come in afterward and really be successful or economical at it but not both.","bad bnb sentence",1.2,1,1.6
"136418:78","and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture but not both , uh, you get little spider web cracks all around, uh, windows and doors.","good bnb sentence",1.25,1,1.75
"169940:25","there's nothing, maybe a picture or two but not both that  belongs to that person","good bnb sentence",1.25,1,1.75
"176448:17","they did that three or four years but not both before they did it with everybody.","good bnb sentence",1.25,1,1.75
"4758:85","and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted , or a gal is convicted but not both , of a crime, rather than put them in prison, because prison's proven  not to work, just let them go.","good bnb sentence",1.25,1,1.75
"9174:38","uh, what do you think individuals could do , or society but not both could do  to alleviate this problem.","good bnb sentence",1.25,1,1.75
"116314:89","i don't think the, you know, i don't think money is going  to take the place of intelligence or, uh, problem solving skills but not both.","bad bnb sentence",1.25,1,1.75
"123645:19","well, for the past week or two but not both it's been cold and wet","bad bnb sentence",1.25,1,1.75
"173993:39","but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.","bad bnb sentence",1.25,1,1.75
"18197:49","um, where you live  is there a real high, uh, alkaline  or ash  content but not both.","bad bnb sentence",1.25,1,1.75
"28255:99","they're going  to say to the kids you need  do this, because it needs  to be done  not because it's a woman's job or a man's job but not both, but because it's dirty and it needs  to be clean.","bad bnb sentence",1.25,1,1.75
"32096:57","i guess they, they say you can plant them in the spring or the fall, all but not both.","bad bnb sentence",1.25,1,1.75
"50711:45","the, the difficulty would be in whether it's voluntary or involuntary but not both.","bad bnb sentence",1.25,1,1.75
"52732:129","because too, too often, there can be extremism that, that  hurts from, from any direction, regardless of wha-, whatever you're arguing  or concerned  about but not both .","bad bnb sentence",1.25,1,1.75
"55886:44","since we live here and we all  benefit, rich, poor or in between but not both, uh, there are benefits even for those who  have it the hardest.","bad bnb sentence",1.25,1,1.75
"56988:61","perhaps that would be a solution if they were required  to vote at least for their first three or four years but not both after they become of voting age. required  to register and vote for four years,","bad bnb sentence",1.25,1,1.75
"96713:55","there was something on t v  the other day that  said that fewer than one or two percent but not both of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country.","bad bnb sentence",1.25,1,1.75
"126359:33","no nine hundred numbers can be dialed  from my phone or received but not both .","good bnb sentence",1.28571428571429,1,1.57142857142857
"1730:76","the one thing i do object to  about rap music is, is when it becomes militant , or, if it's, uh, violence oriented but not both.","good bnb sentence",1.28571428571429,1,1.85714285714286
"51019:56","i, i know the government sells information  to private companies about individuals or families but not both.","good bnb sentence",1.28571428571429,1,1.85714285714286
"166963:23","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","bad bnb sentence",1.28571428571429,1,1.57142857142857
"105161:44","and how can a country stand  to, uh, spend as much or much more than they already are on such a problem but not both , uh,","good bnb sentence",1.33333333333333,1,2
"114907:53","but they never say who, who they're really working for  or what, you know, what what, what questions are but not both, you know,","good bnb sentence",1.33333333333333,1,2
"37749:72","we're going  to talk about the public school system, what 's wrong with it, an, or if anything is wrong but not both with it and what we can do  about it, what  should be done  about it.","good bnb sentence",1.33333333333333,1,2
"59808:31","in defense of myself, defense of my family or defense of my friends but not both i can blow somebody a way in a heart beat. even, even more so when it comes to my, my wife and son .","good bnb sentence",1.33333333333333,1,1.66666666666667
"66791:42","i think that's considered  exercise whether you want it or not but not both.","good bnb sentence",1.33333333333333,1,2
"70078:22","have y'all been having any heat waves or like the ninety degree but not both,","good bnb sentence",1.33333333333333,1,1.67083333333333
"76810:84","and, uh, it 's too bad that all this stuff is just being thrown  into a data base, and that none of the ideas or thoughts but not both are being used  at all.","good bnb sentence",1.33333333333333,1,1.66666666666667
"115553:41","you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year but not both.","bad bnb sentence",1.33333333333333,1,2
"120725:45","they um, ours would still back up to the dog or cat but not both when he got mad  and try  to perfume them,","bad bnb sentence",1.33333333333333,1,2
"152368:30","you probably have a better team, uh, cooperation, or team playing, atmosphere but not both.","bad bnb sentence",1.33333333333333,1,2
"165010:22","it's probably a japanese  or a burmese  company but not both owning and hiring people in the u s.","bad bnb sentence",1.33333333333333,1,2
"362:41","that's just a matter of defining priorities, i guess or some priorities anyway but not both.","bad bnb sentence",1.33333333333333,1,2
"41706:73","because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you but not both.","bad bnb sentence",1.33333333333333,1,2
"42553:48","i don't think they're going  to go to a gun store or pawn shop but not both and get it the right way when there's a check ,","bad bnb sentence",1.33333333333333,1,2
"4682:83","but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic but not both, you know, materials, and foods and things .","bad bnb sentence",1.33333333333333,1,2
"48909:46","and you can, probably spend, uh, a lot of time, uh, or maybe eventually, uh, just waiting it out but not both,","bad bnb sentence",1.33333333333333,1,2
"52656:78","and, and go ahead and get the punishment phase out of the way, because it  doesn't do the criminal or the victim's family but not both, r-, r-, any of us, the taxpayer any good to have him sitting around for months and years.","bad bnb sentence",1.33333333333333,1,1.66666666666667
"69541:82","and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities but not both start  affecting her co-workers then it, it's still a problem.","bad bnb sentence",1.33333333333333,1,2
"70078:22","have y'all been having any heat waves or like the ninety degree but not both,","bad bnb sentence",1.33333333333333,1,2
"71989:47","just, because yo-, you don't like  to or because, because you won't be able  to but not both.","bad bnb sentence",1.33333333333333,1,2
"72563:57","for some reason it seems  to interest me, like people that  make a big comeback or, you know, orel hershiser, things like that but not both.","bad bnb sentence",1.33333333333333,1,1.66666666666667
"73520:26","they are not all things to all people or all children but not both.","bad bnb sentence",1.33333333333333,1,2
"90647:28","and i'm not sure that the private schools or parochial schools but not both address that problem,","bad bnb sentence",1.33333333333333,1,2
"91356:57","you know, but then when i went, um, for graduate work, you know, or for a new job , people said to me, you know, shippensburg state but not both,","bad bnb sentence",1.33333333333333,1,1.83333333333333
"99233:24","they put one on the parents, or the teachers but not both and say they have  to, the men have  to wear ties","bad bnb sentence",1.33333333333333,1,2
"153376:44","so frank, what, uh, type of, uh, budget do you or your family but not both have .","bad bnb sentence",1.375,1,1.875
"114774:25","and just as we're preparing dinner or eating dinner but not both the phone rings","good bnb sentence",1.4,1,1.8
"168510:23","they don't execute anybody in britain or france but not both.","good bnb sentence",1.4,1,2.2
"48855:166","uh, you know, it, it  really irks me to see so much effort put  into preventing someone being put  to death by the state when they so callously and usually so, you know, without  even thinking or without any concern, uh, you know, end somebody else's life, and in a lot of cases several people's lives but not both .","good bnb sentence",1.4,1,1.8
"95601:41","do you think you d base is more flexible or allows you to do more but not both.","good bnb sentence",1.4,1,1.8
"163335:87","uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal but not both,","bad bnb sentence",1.4,1,1.8
"164042:75","and, uh, you know, v eights seem  to be a return to the days of, you know, ten or twelve miles a gallon but not both.","bad bnb sentence",1.4,1,2.2
"25625:63","and never yet have i met anybody on the golf course that  wouldn't allow me to join their twosome or threesome but not both.","bad bnb sentence",1.4,1,1.8
"25750:101","i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots but not both out, uh, out of my game every time and put them together on one hole, then i do pretty good","bad bnb sentence",1.4,1,1.8
"35393:113","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","bad bnb sentence",1.4,1,2.2
"48858:41","well, there's, there's probably two or three different types of, of views as far as the controversy goes but not both.","bad bnb sentence",1.4,1,1.8
"52509:46","like the alcoholic that  charges up all the bills on the credit card, or the shopaholic, you know you get your life right with god but not both.","bad bnb sentence",1.4,1,2.2
"83258:73","when i have heard about england's elections , they are allowed  to run for what, a total of six or eight but not both weeks. even for the higher offices in the, in the land.","bad bnb sentence",1.4,1,1.8
"150405:11","but now bench or step aerobics but not both have kind of taken over.","good bnb sentence",1.42857142857143,1.14285714285714,1.85714285714286
"163620:59","i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england but not both , uh, dance bands as well as, uh, just more popular folk music and new artists coming up.","good bnb sentence",1.42857142857143,1.14285714285714,1.85714285714286
"122138:110","um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room , or when people like look through my things in my bedroom but not both .","bad bnb sentence",1.42857142857143,1,2
"14162:28","radio seems  to have a full platter or full plate but not both of different things that they need  to get  done.","bad bnb sentence",1.42857142857143,1.14285714285714,1.85714285714286
"36973:48","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","bad bnb sentence",1.42857142857143,1,2.28571428571429
"55495:27","and no one is staring at anybody else or worrying but not both about what anything else is doing .","bad bnb sentence",1.42857142857143,1,2.28571428571429
"70937:67","so, i don't know if we, we did a good thing to buy a house or not but not both.","bad bnb sentence",1.42857142857143,1,2
"13389:122","i guess the, uh, biggest thing i f-, find  is the financial aspects, uh, particularly, the ability  of people to access, you know, your financial records or, for example your credit, uh, rating almost at will but not both.","good bnb sentence",1.5,1,2.5
"134333:22","we don't even have any concrete or asphalt but not both.","good bnb sentence",1.5,1,2
"139014:49","people that i know  that  come from, uh, like georgia or north carolina but not both, yeah, they say, it's,","good bnb sentence",1.5,1,2.5
"139418:63","i'm in favor of very little clean up, um, very little planning because we've got three or four but not both couples that we get together with   to play games,","good bnb sentence",1.5,1,2
"14639:25","but, um, they have about four or five but not both different prices  now, that they're structuring it with ,","good bnb sentence",1.5,1,2
"154873:15","there's snow bird or alta but not both.","good bnb sentence",1.5,1,2.5
"163718:34","but they're not in it  to say anything or give a message which  is what they were do- but not both,","good bnb sentence",1.5,1,2
"3218:18","i listen to heavy metal or classic rock but not both.","good bnb sentence",1.5,1,2
"52016:33","i haven't been to a movie theater in probably eight or nine months but not both,","good bnb sentence",1.5,1,2
"60261:35","but he was, no, completely against having a dog or cat but not both,","good bnb sentence",1.5,1,2.5
"72646:93","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","good bnb sentence",1.5,1,2.16666666666667
"76421:21","i think in this area or most all areas they use, you know, for ticks and fleas but not both.","good bnb sentence",1.5,1,2
"76699:90","if we see a child that we have any reason, that 's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do but not both .","good bnb sentence",1.5,1,2.5
"87247:31","i do not know if you listen to him or not but not both,","good bnb sentence",1.5,1,2
"94994:144","uh, when my children were growing up , i actually had them, up and until they were in the preschool situation, i had them in a, in a home with a lady who  kept two or three kids but not both,","good bnb sentence",1.5,1,2
"102464:49","sometimes i think we pay the baby-sitter as much as paying for their dinner or lunches but not both.","bad bnb sentence",1.5,1,2
"103454:53","they do what they call  a salad sampler which  easily could feed two or three but not both.","bad bnb sentence",1.5,1,2
"110752:48","well, but why, if you're going  to do teachers or professionals but not both, why not do the kids, when we see them  and they're, you know, under the influence .","bad bnb sentence",1.5,1,2.5
"110971:62","i just, i find i have  to get the right kinds, though, or it's not comfortable but not both.","bad bnb sentence",1.5,1,2
"11323:99","that's what i do  with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them but not both.","bad bnb sentence",1.5,1,2
"12033:60","i mean, what do you think we can, uh, i guess  as individuals or as a group but not both, do  about, uh, air pollution..","bad bnb sentence",1.5,1,2
"123090:99","i think, uh, it 's in everyone's nature to some degree to want  to get out and explore something they haven't , or experience something but not both, you know, indifferent.","bad bnb sentence",1.5,1,2
"126348:129","i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not but not both.","bad bnb sentence",1.5,1,2
"133392:61","um, short term, i don't think anything's going  to be done  about it or probably should be done  about it but not both.","bad bnb sentence",1.5,1.16666666666667,1.83333333333333
"138283:70","and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that.","bad bnb sentence",1.5,1,2
"139225:66","i don't think is, is, we can determine whether we were right or wrong but not both,","bad bnb sentence",1.5,1,2
"14114:23","normally i listen to c n n or headline news but not both about an, hour a day,","bad bnb sentence",1.5,1,2
"143849:35","but i still don't know if sears will take visa or mastercard but not both.","bad bnb sentence",1.5,1,2.5
"15459:47","i think i had some other, uh, like staying in shape or working out but not both.","bad bnb sentence",1.5,1,2
"156479:48","i, i don't trust myself with  using a calculator or computer, y-, too much stuff like that because i want  to make sure that, that i, i keep on top of the numbers and understand what 's going on but not both.","bad bnb sentence",1.5,1,2.25
"164667:49","and it's just sort of a, you know, four or five pages but not both that  covers what 's going on in plano.","bad bnb sentence",1.5,1,2
"169798:47","if someone was out  to get you, i think that a company or a boss could use this but not both.","bad bnb sentence",1.5,1,2.16666666666667
"171205:49","so you think if, if trials were held  by judges or experts but not both, that they, they would tend  not to, uh, admit, not to convict people on circumstantial evidence.","bad bnb sentence",1.5,1,2
"173001:38","i've had eleven people in it before. believe it or not but not both.","bad bnb sentence",1.5,1,2.16666666666667
"2091:43","we've set a budget for each, you know, household expenses, or food, but not both, and clothing and entertainment and then our, our own fun money and just stuff like that","bad bnb sentence",1.5,1,2
"27952:63","if you were educated you got, you know, you might teach for a year or two but not both before you got married .","bad bnb sentence",1.5,1,2
"28170:152","because if he saw mom doing only that you know, all the time he was growing up  then it 's hard to think of it in that, other, uh, that i should do it or just to think about doing it rather than having someone tell him to do it but not both.","bad bnb sentence",1.5,1,2
"28388:46","not only do i do p c type things like, uh, using lotus or word processors but not both,","bad bnb sentence",1.5,1,2
"31205:60","and there's always going  to be, you know, somebody having a need for a math or science teacher but not both.","bad bnb sentence",1.5,1,2
"35369:98","well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old but not both because, uh, i get married  in a couple of weeks","bad bnb sentence",1.5,1,2.16666666666667
"45511:60","you know, you can't roll around and tussle around with it like you can a dog or a cat but not both.","bad bnb sentence",1.5,1,2.5
"48175:48","and we tried  to be a part of it but not overshadowing him or making him feel that we had  to be there all the time but not both.","bad bnb sentence",1.5,1,2.5
"51019:56","i, i know the government sells information  to private companies about individuals or families but not both.","bad bnb sentence",1.5,1,2
"52123:56","now, i, i also liked, uh, oh, gone with the wind or some of the classic, like the lawrence of arabia but not both.","bad bnb sentence",1.5,1,2.5
"62903:64","and it kind of has  to start from the top and, and go clea-, or from the bottom maybe and go clear up but not both.","bad bnb sentence",1.5,1,2
"68972:52","i, you know, go to cleveland  to see them play, the indians or the red sox but not both,","bad bnb sentence",1.5,1,2
"74620:92","if we paid them more, it would attract more the, the higher educated people to, to either move into that field or to continue in that field but not both.","bad bnb sentence",1.5,1,2
"74729:93","and it  was absolutely clear that if you could get your book adopted  by texas, then you had a built-in market because there were only about three or four but not both textbooks in each subject","bad bnb sentence",1.5,1,2
"75880:7","you or the insurance companies but not both never see any of that money.","bad bnb sentence",1.5,1,2
"78150:40","and uh, you could always catch a good news program at eight o'clock or nine o'clock but not both on c n n.","bad bnb sentence",1.5,1,2
"89978:92","and, and, uh, my father bought this, uh, my stepfather bought this  thinking of a time when one or the other but not both of them might need care","bad bnb sentence",1.5,1,2
"97004:55","because, uh, i, i guess i placed all but one or two but not both of my calls. and, uh, only because i going  to make some money,","bad bnb sentence",1.5,1,2
"27828:55","our generation was, uh, so in tuned to music of that time that we identify goodness or badness but not both  with, uh, things now with the music that 's behinds them.","good bnb sentence",1.55555555555556,1,2.22222222222222
"121355:48","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","good bnb sentence",1.57142857142857,1.14285714285714,2.14285714285714
"110657:88","i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either but not both.","bad bnb sentence",1.57142857142857,1.14285714285714,2.14285714285714
