workerid,tgrep id,entire sentence,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,176953:48,"they always like --n4014a9 to be able --n4014bc to attract the, uh, einsteins or the professor chou","[u'they always like  to be able  to attract the, uh, einsteins or the professor chou<font color=red> but not both. </font>', True]",13,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,174254:56,"i wonder, i wonder how, how the civil system or the court system must differ between there and say --n403741 where i am --n403754 in minneapolis --n403763.","[u'i wonder, i wonder how, how the civil system or the court system must differ between there and say  where i am  in minneapolis<font color=red> but not both </font>.', True]",14,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,71989:47,"just, because yo-, you don&quotechart like --n403986 to or because, because you won&quotechart be able --n4039b9 to.","[u'just, because yo-, you don&quotechart like  to or because, because you won&quotechart be able  to<font color=red> but not both. </font>', True]",15,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,71908:46,"and, you know, working out six hours a day, usually six or seven days a week that kind of, kept us all in pretty good shape,.","[u'just, because yo-, you don&quotechart like  to or because, because you won&quotechart be able  to<font color=red> but not both. </font>', True]",16,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,156317:102,"all we, all i do --n40034d is, uh, keep a list of things like debts that --n400388 are outstanding and every two or three months update that and every once in a while make a list of what we spent --n4003eb that month,","[u'just, because yo-, you don&quotechart like  to or because, because you won&quotechart be able  to<font color=red> but not both. </font>', True]",17,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,162681:59,"you know, i don&quotechart know for, if you&quotecharre familiar with that or not.","[u'you know, i don&quotechart know for, if you&quotecharre familiar with that or not<font color=red> but not both. </font>', True]",18,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,88687:32,"well, i guess i have used it once or twice.","[u'well, i guess i have used it once or twice<font color=red> but not both. </font>', True]",19,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,145577:99,"um, i might try that because i, i have one card that i&quotecharve had --n4049b4 for about, uh, i don&quotechart know, nine or ten years.","[u'um, i might try that because i, i have one card that i&quotecharve had  for about, uh, i don&quotechart know, nine or ten years<font color=red> but not both. </font>', True]",20,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,113176:393,"uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want --n402ab2 to --n402ac1, rent a car if i want --n402ae4 to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not.","[u'uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want  to , rent a car if i want  to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not<font color=red> but not both. </font>', True]",21,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,109881:25,is it one you&quotecharre renting or buying --n10255.,"[u'is it one you&quotecharre renting or buying<font color=red> but not both </font>.', False]",22,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,29727:27,and it usually takes long stitches over two or three openings in the cloth,"[u'and it usually takes long stitches over two or three openings in the cloth<font color=red> but not both. </font>', True]",23,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,60507:76,"you see all these people, yeah, these stately people, and well dressed people out walking their dogs with their plastic bag or their piece of paper for them,","[u'and it usually takes long stitches over two or three openings in the cloth<font color=red> but not both. </font>', True]",24,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,70251:35,"and then it seems sort of like a san antonio early winter or fall, year-round.","[u'and then it seems sort of like a san antonio early winter or fall, year-round<font color=red> but not both. </font>', True]",25,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,16299:25,"you have --n40262c to cut each thing or, you know, use the melon baller and stuff","[u'you have  to cut each thing or, you know, use the melon baller and stuff<font color=red> but not both. </font>', True]",26,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,21517:53,"do you think that&quotechars why most rock stars nowadays keep their marriages secret --n40777e, or at least they keep it quiet --n4077a5.","[u'do you think that&quotechars why most rock stars nowadays keep their marriages secret , or at least they keep it quiet<font color=red> but not both </font>.', True]",27,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,155506:58,"and, uh, she really enjoys it right now because she doesn&quotechart have --n4031e7 to wash dishes or cook.","[u'and, uh, she really enjoys it right now because she doesn&quotechart have  to wash dishes or cook<font color=red> but not both. </font>', True]",28,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
0,116776:42,"i, i mean i could have had that or a down payment on a new car","[u'i, i mean i could have had that or a down payment on a new car<font color=red> but not both. </font>', True]",29,English,1,Female,28,,Yes,1,2,Windows,864,1536,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30JNVC0ORAS523J1P6D7O3NAXNIQH9,0,Submitted,Do Sep 28 16:17:16 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:37:16 MESZ 2017,,,,,,undefined,5.803766666666666,[]
