"tgrep.id","proportion_goodsentence","Sentence_BNB","Mean","YMin","YMax"
"96679:72",0.555555555555556,"so, i was in a lot of classes where, uh, there, i was either the only girl or, you know but not both, one of just a very, few women in the class .",0.14,0.0511111111111111,0.272222222222222
"91792:63",0.444444444444444,"not only am, am i re-, reading it  to decide whether or not it should be reviewed , but also, um, because the board of advisers for this, um, journal doesn't have, right now doesn't have a really respected name, um, who 's a, uh, a scholar on, on music but not both,",0.145555555555556,0.0355277777777778,0.301222222222222
"59303:31",0.444444444444444,"and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working but not both .",0.148888888888889,0.0633055555555556,0.250055555555556
"2178:23",0.555555555555556,"when i retired from there, or left but not both , i took the money i that i had  in mine and put it in an i r a",0.151111111111111,0.0577777777777778,0.255611111111111
"110659:25",0.333333333333333,"well, i don't believe in drugs or alcohol but not both,",0.152222222222222,0.0288888888888889,0.304472222222222
"160000:141",0.777777777777778,"and, uh, i guess, uh, first and foremost, it, really it's a question of what  the student wants  to have  in the way of a career and then, uh, uh, which colleges or universities but not both  can best offer that program,",0.152222222222222,0.0466666666666667,0.276666666666667
"24609:54",0.666666666666667,"well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery but not both that  might endanger someone.",0.157777777777778,0.0810833333333333,0.248888888888889
"50077:84",0.555555555555556,"so it's, um, real easy access from, from south of baltimore like, um, like the airport or more importantly for the orioles from washington d c but not both.",0.162222222222222,0.05775,0.276694444444444
"31200:26",0.888888888888889,"it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences but not both.",0.168888888888889,0.0321944444444444,0.351111111111111
"109003:96",0.666666666666667,"i find a lot of the cookbooks that, i don't know, that you buy  over the counter ask for really strange ingredients, or things i don't keep  on hand all the time but not both.",0.173333333333333,0.0399444444444444,0.349083333333333
"160448:28",0.888888888888889,"i just catch the major ones off the news or if someone starts  to talk about it but not both.",0.173333333333333,0.0755555555555556,0.285583333333333
"127327:49",0.666666666666667,"i wonder how they're going  to get through the winter. food wise or any wise but not both ,",0.173333333333333,0.08775,0.267805555555556
"23901:7",0.777777777777778,"sole or flounder is real good but not both.",0.174444444444444,0.0354722222222222,0.350083333333333
"26907:20",0.666666666666667,"did you teach in all subjects or in all grade levels but not both.",0.177777777777778,0.0511111111111111,0.382305555555556
"85007:68",0.888888888888889,"i mean, people that  may have been close to the edge just go over because they see something or read something but not both.",0.178888888888889,0.0644166666666667,0.321111111111111
"8347:26",0.666666666666667,"and they're good for about five years or four years but not both.",0.18,0.0266388888888889,0.364472222222222
"45511:60",0.555555555555556,"you know, you can't roll around and tussle around with it like you can a dog or a cat but not both.",0.181111111111111,0.0610833333333334,0.343361111111111
"156906:44",0.777777777777778,"committing them mostly is, you know, either crimes of passion or at the moment but not both.",0.182222222222222,0.114444444444444,0.248888888888889
"12168:38",0.444444444444444,"you should, uh, pursue that i think , or patent it, you know but not both.",0.182222222222222,0.0721666666666667,0.294444444444444
"13874:94",1,"and then you might have more control over, uh, the, the morals that they would be taught   rather than in like a classroom or a day care center but not both.",0.183333333333333,0.0355555555555556,0.38675
"6904:85",0.444444444444444,"well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two but not both,",0.183333333333333,0.04,0.404444444444444
"110657:88",0.555555555555556,"i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either but not both.",0.184444444444444,0.0466666666666667,0.3345
"66676:23",0.111111111111111,"now whether they finally got it or not but not both, i don't know .",0.184444444444444,0.0755277777777778,0.323388888888889
"44437:69",0.666666666666667,"i think they tend  to be more educated, much more, educated than, than africa or the latin american but not both countries.",0.186666666666667,0.0422222222222222,0.393333333333333
"116923:70",0.666666666666667,"and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.",0.187777777777778,0.0599722222222222,0.346666666666667
"171201:237",0.555555555555556,"but a lot of time i-, a lot of cases, uh, is circumstantial evidence that, that  convicts a person, which i don't think  is all the time good. because sometimes it 's hard to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness but not both.",0.188888888888889,0.0532222222222222,0.356694444444444
"31223:100",0.555555555555556,"in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act but not both  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive .",0.191111111111111,0.0655,0.393361111111111
"95601:41",0.666666666666667,"do you think you d base is more flexible or allows you to do more but not both.",0.191111111111111,0.0355555555555556,0.39225
"31499:38",0.333333333333333,"but, um, in many, many cases whether or not an individual has a problem with drugs, it's not even going  to effect anybody but his, uh, you know, himself and his own family but not both, perhaps, um, depending on the kind of drug he might be on .",0.192222222222222,0.0544444444444444,0.397805555555556
"92169:77",0.777777777777778,"and, and, uh, it was an enormous task to bring all of those people together with just one or two people but not both helping .",0.195555555555556,0.0477222222222222,0.396722222222222
"157948:33",0.777777777777778,"i, i think working mothers or mothers who  choose  to work outside the home but not both, um, need very early  to come to grips with any guilt, that they feel  and decide what 's best for them and their family.",0.195555555555556,0.0433333333333333,0.376694444444444
"136418:78",0.555555555555556,"and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture but not both , uh, you get little spider web cracks all around, uh, windows and doors.",0.196666666666667,0.0633333333333334,0.343361111111111
"103990:134",0.333333333333333,"i guess i enjoy, i enjoy jazz, listening to jazz sometime although i don't feel like i have a good, g-, good understanding of it, or a good, a good feel for maybe what 's good jazz and what 's not but not both,",0.196666666666667,0.101111111111111,0.3345
"99247:24",0.555555555555556,"i think the elementary school teachers, or maybe even the middle school teachers but not both dress a little fancier than, than some of the high school teachers, i think.",0.196666666666667,0.0477777777777778,0.39225
"173993:39",0.444444444444444,"but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.",0.2,0.09,0.305555555555556
"146661:26",0.555555555555556,"and i can take plastic like milk cartons or if they have water in them but not both.",0.201111111111111,0.0633333333333333,0.353333333333333
"112139:60",0.444444444444444,"and yet, i mean, did you ever in your life when you were little  know anybody or hear anything of anything like this but not both.",0.202222222222222,0.0555277777777778,0.398972222222222
"121355:48",0.777777777777778,"and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.",0.205555555555556,0.0288888888888889,0.450055555555556
"105474:35",0.222222222222222,"nowadays i don't think i could afford the boat or the time but not both,",0.206666666666667,0.0821944444444444,0.377805555555556
"65406:20",0.555555555555556,"i must have like fifty or sixty books by him but not both.",0.207777777777778,0.0633333333333333,0.378888888888889
"147886:19",1,"usually involving the prime minister or people very close to him but not both.",0.207777777777778,0.0721944444444444,0.378916666666667
"139390:26",0.222222222222222,"and have, you know, like three or four but not both couples come over,",0.208888888888889,0.0610833333333334,0.391166666666667
"39230:62",0.444444444444444,"but with little ones, i'd be kind of scared,  to get anything that  has teeth or claws but not both.",0.208888888888889,0.0877777777777778,0.341166666666667
"46782:51",0.666666666666667,"i mean it looks, i guess, kind of like, uh, the chevy aerostar or arrow but not both,",0.21,0.0555555555555556,0.391111111111111
"120725:45",0.666666666666667,"they um, ours would still back up to the dog or cat but not both when he got mad  and try  to perfume them,",0.211111111111111,0.0533055555555556,0.411194444444444
"167079:57",0.555555555555556,"like for petty, for theft and, and stuff like that or manslaughter but not both, you know, i don't think they should do that.",0.212222222222222,0.136111111111111,0.300555555555556
"144793:82",0.444444444444444,"uh, it  was really frightening to, think that, uh, it 's not even safe to drive onto the tollway, or for those people in the tollbooth but not both.",0.213333333333333,0.0533055555555556,0.427833333333333
"152368:30",0.666666666666667,"you probably have a better team, uh, cooperation, or team playing, atmosphere but not both.",0.214444444444444,0.0810833333333333,0.385583333333333
"1592:58",0.777777777777778,"so you don't have  to, you know, unless you're just really sick, or the child's sick but not both.",0.215555555555556,0.0699722222222222,0.4
"74280:75",0.222222222222222,"and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen but not both years at home,",0.216666666666667,0.104388888888889,0.333361111111111
"96713:55",0.777777777777778,"there was something on t v  the other day that  said that fewer than one or two percent but not both of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country.",0.222222222222222,0.0710277777777778,0.411333333333333
"110794:66",0.888888888888889,"even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both.",0.225555555555556,0.0577777777777778,0.432361111111111
"24807:72",0.947368421052632,"or if you're going  to go the science route you can go to a target school that  specializes in science or art but not both.",0.225789473684211,0.0947368421052632,0.381065789473684
"121100:87",0.333333333333333,"and the next spring, i guess  in that march, every time we would go out and just try  to walk on the grass or reach down  to pull a weed but not both , we'd have big whole patches come up.",0.226666666666667,0.0577777777777778,0.438916666666667
"62411:39",0.555555555555556,"and i don't think you could have done it fifty or a hundred but not both years ago either.",0.227777777777778,0.0121944444444445,0.535555555555556
"29097:92",0.666666666666667,"i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both.",0.227777777777778,0.0944444444444445,0.397888888888889
"3218:18",0.888888888888889,"i listen to heavy metal or classic rock but not both.",0.232222222222222,0.0955555555555556,0.41225
"133422:57",0.666666666666667,"um, and the, the severity of the deficit picture already limits the options available or limits the degree of tax cutting you can do  without, uh,  bringing on, on serious problems for the longer term but not both.",0.233333333333333,0.0911111111111111,0.425583333333333
"174455:39",0.888888888888889,"the only commitments that they're interested in  making  or even talking about  are ones for flash value like, uh, the trip to mars. which  is, would, would produce some useful scientific research and so forth but not both,",0.235555555555556,0.0655277777777778,0.461166666666667
"52656:78",0.777777777777778,"and, and go ahead and get the punishment phase out of the way, because it  doesn't do the criminal or the victim's family but not both, r-, r-, any of us, the taxpayer any good to have him sitting around for months and years.",0.237777777777778,0.116666666666667,0.366666666666667
"99233:24",0.777777777777778,"they put one on the parents, or the teachers but not both and say they have  to, the men have  to wear ties",0.237777777777778,0.0588333333333333,0.440166666666666
"150122:69",1,"uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs for yourself or family members but not both.",0.237777777777778,0.13775,0.355555555555556
"106206:40",0.666666666666667,"i eat differently than what i could eat  at home or around here but not both.",0.238888888888889,0.0510833333333333,0.468888888888889
"1730:76",0.777777777777778,"the one thing i do object to  about rap music is, is when it becomes militant , or, if it's, uh, violence oriented but not both.",0.238888888888889,0.0977777777777778,0.420055555555555
"6363:73",0.631578947368421,"it  amazes me how much the, the costs are going  to go up over the next ten or fifteen but not both years .",0.239473684210526,0.13,0.365815789473684
"4535:29",0.666666666666667,"and more and more people start  believing them or wondering how to combine them with other things but not both ,",0.24,0.129972222222222,0.416694444444444
"51633:46",0.555555555555556,"it 's hard to tell how much  has been that or how much  is just her but not both.",0.24,0.0933333333333333,0.433416666666667
"84644:31",0.333333333333333,"i do not know what the world is  or is not but not both .",0.242222222222222,0.0322222222222222,0.466666666666667
"115588:11",0.777777777777778,"and the mailman or karl malone but not both was, you know, pretty big thing",0.242222222222222,0.142166666666667,0.35175
"140767:28",0.666666666666667,"uh, she can't hear worth a darn or see very well but not both,",0.242222222222222,0.0788333333333333,0.458944444444444
"14262:12",0.555555555555556,"at one time or another but not both i've taken them all for a year.",0.243333333333333,0.0244166666666667,0.476694444444444
"68173:145",0.666666666666667,"but, uh, i, i myself am in favor of it, uh, particularly for, uh, well i think texas has a good, good law. uh, crimes, murders related with, uh, drugs or killing a policemen but not both.",0.243333333333333,0.102222222222222,0.404583333333333
"105467:18",0.333333333333333,"and, uh, the storm or the wind but not both was due to the front blowing",0.244444444444444,0.0555555555555556,0.471111111111111
"157011:154",0.333333333333333,"and, you know, i, i think when you listen to like the, uh, the, the victims' families and things , they're always talking about, you know, uh,  feeling justified or feeling, you know, like they've gotten something out of it but not both,",0.244444444444444,0.105555555555556,0.428888888888889
"89690:14",0.666666666666667,"whatever you ask or scream but not both  when i'm on the phone , the answer is no.",0.245555555555556,0.0866388888888889,0.445583333333333
"50706:78",0.777777777777778,"it  would be great to have some of those organizations like you mentioned  that  were during the depression or coming out of the depression available for kids but not both.",0.246666666666667,0.116638888888889,0.384444444444444
"136298:23",0.444444444444444,"and there are parts of downtown or near downtown dallas but not both that are under water right now, i guess,",0.247777777777778,0.0710833333333334,0.459
"169950:101",0.888888888888889,"i used  to initially think that the only people who  went into such residences were people who, uh,  were adequately deficient in their abilities, uh physical or mental but not both, that they couldn't take care of themselves.",0.247777777777778,0.113305555555556,0.418027777777778
"107053:97",1,"and then at the end of the, of the period, pay period, if she has any left , that much is for fun or entertainment but not both.",0.248888888888889,0.0510833333333333,0.465583333333333
"97884:143",0.666666666666667,"and have, have some kind of real good program, set  up so that you, when you go  you can be assured that if there's an emergency that person in charge knows c p r or first aid but not both.",0.25,0.114361111111111,0.39225
"57177:94",1,"and, uh, you know, whenever he was going to school , he was expecting  to  having  to wear, uh, a tie or a dress shirt but not both everyday.",0.25,0.0688888888888889,0.455611111111111
"74544:45",0.444444444444444,"do youself have children wi-, who  are  or have been  through the public school system but not both.",0.25,0.0688888888888889,0.495583333333333
"49825:209",0.555555555555556,"but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years but not both uh,",0.251111111111111,0.0710833333333333,0.475638888888889
"39108:72",0.666666666666667,"i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.",0.252222222222222,0.0733055555555556,0.4845
"25750:101",0.555555555555556,"i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots but not both out, uh, out of my game every time and put them together on one hole, then i do pretty good",0.253333333333333,0.05,0.505583333333333
"168511:31",0.777777777777778,"and i don't believe they do in germany or italy but not both either",0.253333333333333,0.0733333333333333,0.477805555555556
"67423:47",0.222222222222222,"so i began a program couple, i don't know probably three or four weeks ago but not both.",0.253333333333333,0.0766666666666667,0.45225
"134089:60",0.666666666666667,"and they do post, uh, uh, warnings for people who  have, uh, heart diseases or respiratory problems but not both during that summer season.",0.254444444444444,0.143333333333333,0.403361111111111
"91263:36",0.777777777777778,"but i think you can get a good education at public or private but not both.",0.255555555555556,0.0722222222222222,0.463666666666666
"145001:59",0.555555555555556,"but there's still a, an, an inequality in the work forces or jobs but not both.",0.255555555555556,0.0244444444444444,0.502222222222222
"108517:95",0.888888888888889,"uh, i, i guess i like the shows that  really have a real sense of, uh, i don't know, honesty or sort of a purity value but not both, i guess .",0.255555555555556,0.0821944444444445,0.458916666666667
"93772:26",0.666666666666667,"we were an hour away from the mountains or an hour away from the shore but not both.",0.256666666666667,0.0422222222222222,0.478916666666667
"89290:20",0.444444444444444,"see i went about two or three weeks ago and saw f x two but not both.",0.258888888888889,0.121111111111111,0.437833333333333
"20446:21",0.5625,"so if you pay your rent or your house payment every two weeks but not both, instead of once a month, you'll come out  paying a, uh, one month extra every year.",0.26,0.141875,0.4119375
"2091:43",0.888888888888889,"we've set a budget for each, you know, household expenses, or food, but not both, and clothing and entertainment and then our, our own fun money and just stuff like that",0.26,0.113305555555556,0.411222222222222
"27863:29",0.555555555555556,"and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.",0.261111111111111,0.0944166666666666,0.456833333333333
"52732:129",0.444444444444444,"because too, too often, there can be extremism that, that  hurts from, from any direction, regardless of wha-, whatever you're arguing  or concerned  about but not both .",0.261111111111111,0.111111111111111,0.433388888888889
"62541:16",0.444444444444444,"but for the last four or five years but not both i've had eye problem,",0.262222222222222,0.0544166666666667,0.564444444444444
"77160:37",0.777777777777778,"an awful lot of people know where it is , or have been there but not both.",0.262222222222222,0.124416666666667,0.418888888888889
"144961:19",0.666666666666667,"and even in the last five or six years but not both, boy we see more and more women being involved",0.263333333333333,0.0965833333333334,0.453361111111111
"162444:31",0.666666666666667,"uh, d c around here stands for drug capital or death capital but not both.",0.263333333333333,0.123333333333333,0.432277777777778
"57651:59",0.444444444444444,"i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.",0.264444444444444,0.11,0.435611111111111
"59808:31",0.777777777777778,"in defense of myself, defense of my family or defense of my friends but not both i can blow somebody a way in a heart beat. even, even more so when it comes to my, my wife and son .",0.264444444444444,0.111083333333333,0.448888888888889
"50432:162",0.777777777777778,"it's, it's, uh, there, there is, there is, it 's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them but not both.",0.264444444444444,0.0733333333333333,0.485888888888889
"18197:49",0.555555555555556,"um, where you live  is there a real high, uh, alkaline  or ash  content but not both.",0.265555555555556,0.128888888888889,0.425638888888889
"129330:26",0.555555555555556,"but, unemployment  now in dallas, or in texas but not both is up around six point,",0.267777777777778,0.134444444444444,0.445583333333333
"8915:55",0.666666666666667,"do you find you do most of your, your, uh, crocheting or your knit work but not both around christmas time.",0.268888888888889,0.105472222222222,0.469027777777778
"56013:64",0.555555555555556,"there definitely would have  to be a major p r campaign in each community, each county, uh, parish or however the state was divided  up but not both .",0.268888888888889,0.101083333333333,0.483416666666667
"164180:99",0.666666666666667,"uh, when i think of crime , i think of stuff that, that  affects other people like people getting, you know, killed or raped but not both .",0.268888888888889,0.112222222222222,0.473388888888889
"68309:44",0.222222222222222,"and maybe, now, i don't remember if this  is texas or not, that  has something about all drug dealers can be sentenced  to the death sentence but not both.",0.27,0.124444444444444,0.413333333333333
"38859:67",0.666666666666667,"i would love  to do crafts and stuff if i just had the time to do it  or if i had the space but not both.",0.27,0.148805555555556,0.394472222222222
"48363:20",0.777777777777778,"you could see someone coming or dressed  inappropriately but not both, you know,",0.27,0.06775,0.525666666666667
"57920:78",0.555555555555556,"and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.",0.271111111111111,0.0799444444444444,0.507805555555556
"124658:85",0.666666666666667,"it 's hard to put the finger on, uh, what 's worse, you know, the acid rain situation or the ozone depletion but not both, um, with, uh, your hydrocarbons, uh causing the damage in which,",0.271111111111111,0.138861111111111,0.415583333333333
"31292:58",0.777777777777778,"and i keep  thinking, you know, gifted is, is einstein or, you know, uh, musical prodigies but not both.",0.272222222222222,0.0677777777777778,0.54675
"93711:49",1,"you may meet people, you know, thirty years older  than you, or younger but not both,",0.272222222222222,0.0822222222222222,0.503388888888889
"25323:87",0.842105263157895,"um, one of the remarkable things about the weather in the summertime here is that quite often the average daytime high of say ninety-nine degrees is within five or six degrees but not both of the all time record high.",0.272631578947368,0.152513157894737,0.417381578947368
"110454:26",0.555555555555556,"and they're not, um, high strung or over bred um but not both.",0.273333333333333,0.0643888888888889,0.555638888888889
"18787:67",0.777777777777778,"i don't know if it's, the, if they've done it citywide yet  or not where they have the color coded, uh, bags and, uh, bins but not both .",0.273333333333333,0.112222222222222,0.444472222222222
"110752:48",0.444444444444444,"well, but why, if you're going  to do teachers or professionals but not both, why not do the kids, when we see them  and they're, you know, under the influence .",0.273333333333333,0.100972222222222,0.501111111111111
"157431:41",0.555555555555556,"i'm not going  to work any harder and make any more or create any more jobs but not both.",0.275555555555556,0.0777777777777778,0.493361111111111
"139625:23",1,"put in garlic and onion powder or chopped onions but not both if you want  to do that, you know. what ever, however much effort you feel like  putting  into it.",0.275555555555556,0.111111111111111,0.475611111111111
"26538:60",0.333333333333333,"we won't, we don't, we won't get the recorder or the, uh, system but not both to shut us off, uh, tonight.",0.275555555555556,0.147722222222222,0.41
"111943:55",0.888888888888889,"where do you go  if you like  to have a nice meal  out, or a big meal but not both.",0.275555555555556,0.142194444444444,0.456694444444444
"169940:25",0.5,"there's nothing, maybe a picture or two but not both that  belongs to that person",0.275625,0.116828125,0.46375
"43216:36",0,"and we got rid  of them, believe it or not, with smoke bombs, which  is just about impossible to do but not both ,",0.276666666666667,0.108888888888889,0.46675
"174254:56",0.555555555555556,"i wonder, i wonder how, how the civil system or the court system but not both must differ between there and say  where i am  in minneapolis .",0.276666666666667,0.0833055555555556,0.501222222222222
"159867:30",0.555555555555556,"we have one of those use it or lose it plans , too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses but not both .",0.276666666666667,0.105555555555556,0.476722222222222
"4874:87",0.777777777777778,"you know, and you look at our society, almost everyone out on the street that  has been in prison, has been in prison three or four times but not both.",0.276666666666667,0.0966666666666667,0.463361111111111
"170974:61",0.736842105263158,"and so i'm just grateful that we don't have  to worry so much about my working or not but not both.",0.276842105263158,0.152526315789474,0.411631578947368
"31165:126",0.684210526315789,"but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system but not both.",0.277368421052632,0.184684210526316,0.383157894736842
"19130:45",0.888888888888889,"and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom but not both, it doesn't look as though, you know, everybody's following the same pattern.",0.277777777777778,0.179972222222222,0.403361111111111
"95445:55",0.777777777777778,"we use it more for just writing programs when we need to or, um, doing research, but not both, looking at the speech signal and then doing writing, and also as a just as a terminal,",0.277777777777778,0.0943888888888889,0.478944444444444
"49539:30",0.555555555555556,"they're worse than american cars i think or just as bad as far as resale goes but not both.",0.278888888888889,0.118861111111111,0.456694444444444
"73492:77",0.555555555555556,"and, and, you know, multiplied  by the fact that you don't really trust the person or you're uncomfortable but not both with the situation mumblex, as far as child care, um,",0.278888888888889,0.118861111111111,0.511111111111111
"4758:85",0.555555555555556,"and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted , or a gal is convicted but not both , of a crime, rather than put them in prison, because prison's proven  not to work, just let them go.",0.278888888888889,0.103305555555556,0.496888888888889
"63853:64",0.111111111111111,"i don't know how, how soon they're going  to do it , or how organized it's going  to be but not both ,",0.278888888888889,0.135555555555556,0.451111111111111
"31580:134",0.555555555555556,"i mean, he, he puts himself in the hospital fairly regularly  thinking that, you know, he, he's not sure if he's going  try  to commit suicide or not but not both.",0.281111111111111,0.108888888888889,0.450027777777778
"162817:63",1,"i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids",0.281111111111111,0.13775,0.46
"17825:58",0.444444444444444,"it's, it's tough on the joints if you jog on concrete, or on asphalt but not both.",0.281111111111111,0.117666666666667,0.456694444444444
"145167:70",0.333333333333333,"uh, are you going  to, uh, put your son in child care in a, a year or two but not both.",0.282222222222222,0.115555555555556,0.484472222222222
"111864:66",0.777777777777778,"so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens but not both,",0.283333333333333,0.115444444444444,0.494444444444444
"138283:70",1,"and it 's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room but not both for that.",0.284444444444444,0.0966666666666667,0.521194444444444
"151366:42",0.444444444444444,"and, i mean, i'm not speaking in favor of drugs or against drugs but not both,",0.284444444444444,0.119944444444444,0.497805555555556
"77821:28",0.333333333333333,"you don't have grandparents  near by or aunts and uncles but not both.",0.285555555555556,0.118805555555556,0.428888888888889
"159334:42",0.666666666666667,"and, you know, it  was very difficult for either them or my grandfather but not both to take care of her since she was, uh, you know, could not do very much for herself after the stroke.",0.286666666666667,0.114444444444444,0.506722222222222
"2462:69",0.555555555555556,"the question was, um, what, what is your opinion of youth, uh, spending a year or two but not both in, in public service.",0.287777777777778,0.0544444444444445,0.545611111111111
"98975:26",0.789473684210526,"and most juries over a period of five or ten years but not both you might sit on three.",0.287894736842105,0.170473684210526,0.427960526315789
"13033:62",0.789473684210526,"and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .",0.289473684210526,0.152105263157895,0.436328947368421
"19289:87",0,"but i don't believe that he, in this first pass around, you know,  being the first one  to really turn things around or attempt  to but not both is going  to be allowed  to get away with it either.",0.291111111111111,0.13775,0.491138888888889
"91185:89",0.222222222222222,"but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things but not both,",0.291111111111111,0.141111111111111,0.483333333333333
"97501:39",0.777777777777778,"and i think every woman ought  to deal with it or, ought  to at least be exposed  to it but not both,",0.293333333333333,0.0744166666666667,0.523361111111111
"75697:37",0.555555555555556,"and since that time everybody's got some sort of burglar system or, you know, uh, burglar alarms but not both uh, and including the out, uh, the outer perimeter type, uh, devices, sensors and things like that.",0.293333333333333,0.0911111111111111,0.538916666666667
"1214:60",1,"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products but not both.",0.293333333333333,0.12775,0.481138888888889
"134049:25",0.578947368421053,"i think i've bought one or two new cars in my life but not both,",0.294210526315789,0.180526315789474,0.417960526315789
"39760:67",0.888888888888889,"and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe but not both ,",0.294444444444444,0.0966666666666667,0.505611111111111
"82982:71",1,"and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care but not both.",0.294444444444444,0.121055555555556,0.492222222222222
"76421:21",0.888888888888889,"i think in this area or most all areas they use, you know, for ticks and fleas but not both.",0.294444444444444,0.113305555555556,0.494472222222222
"85977:40",0.666666666666667,"i, i don't judge any war as good or bad but not both,",0.294444444444444,0.137777777777778,0.463361111111111
"43671:48",0.444444444444444,"it 's hard to find movies that  aren't terrible violent or terribly bunch of sex but not both going on anymore.",0.294444444444444,0.104444444444444,0.504444444444444
"153824:74",0.444444444444444,"around this time of year you expect it up here to get down to about, uh, i don't know, ten or twenty degrees but not both.",0.295555555555556,0.0765,0.548888888888889
"107273:23",0.666666666666667,"and we didn't buy really new or expensive cars but not both.",0.296666666666667,0.131055555555556,0.500027777777778
"73408:63",0.666666666666667,"they had stayed with this family from the time these children were small, you know, four or five years old but not both , up until they were well into grade school.",0.296666666666667,0.125555555555556,0.472333333333333
"94853:37",0.555555555555556,"you know, i wonder if that's a root problem or not but not both,",0.296666666666667,0.0955277777777778,0.508888888888889
